GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,State,Year,POP_ESTIMATE_2022,NET_MIG_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021,WOODARD NATION NAME
31007,Banner,8.760666667,2.706125,80.25,3,Nebraska,2020,660,-33,59863,89.4,THE FAR WEST
31009,Blaine,39.56848958,14.69003125,39.01041667,4.25,Nebraska,2020,453,-9,53541,80,THE FAR WEST
31011,Boone,20.95546945,7.078385352,45.77947266,18.75,Nebraska,2020,5385,-3,64705,96.6,THE MIDLANDS
31013,Box Butte,35.63140475,10.4836015,55.43365385,39.5,Nebraska,2020,10672,53,65493,97.8,THE FAR WEST
31015,Boyd,13.33395547,2.120340081,98.1417004,11.66666667,Nebraska,2020,1741,-24,51107,76.3,THE MIDLANDS
31017,Brown,36.29336759,10.71705519,47.61850296,22.5,Nebraska,2020,2872,-24,52738,78.8,THE FAR WEST
31019,Buffalo,25.82098079,8.142875596,63.45000826,228.25,Nebraska,2020,50586,110,65721,98.2,THE MIDLANDS
31021,Burt,31.68233192,8.597459651,60.98813246,39.25,Nebraska,2020,6755,85,61317,91.6,THE MIDLANDS
31023,Butler,25.00811991,5.747031455,52.43175287,39.75,Nebraska,2020,8427,7,66416,99.2,THE MIDLANDS
31025,Cass,40.87498472,6.616568916,44.57863684,164.5,Nebraska,2020,27122,93,77771,116.2,THE MIDLANDS
31027,Cedar,13.09809628,5.835962229,62.91586994,28.75,Nebraska,2020,8371,44,64037,95.7,THE MIDLANDS
31029,Chase,32.04918542,12.61405525,50.44701871,30.5,Nebraska,2020,3772,-54,59492,88.9,THE FAR WEST
31031,Cherry,29.8748665,10.05127348,56.54353505,45.25,Nebraska,2020,5464,28,53533,80,THE FAR WEST
31033,Cheyenne,36.34667403,8.979099824,88.34665886,92.75,Nebraska,2020,9511,44,54772,81.8,THE FAR WEST
31035,Clay,23.06331853,5.655736189,52.70541958,15,Nebraska,2020,6049,14,64315,96.1,THE MIDLANDS
31037,Colfax,25.94410684,6.511052828,50.64482759,37,Nebraska,2020,10444,-133,69498,103.8,THE MIDLANDS
31039,Cuming,30.60966816,5.784062604,41.13712647,23.25,Nebraska,2020,8929,-43,66165,98.8,THE MIDLANDS
31041,Custer,20.41199302,8.947412905,55.67591093,21,Nebraska,2020,10476,33,56531,84.4,THE FAR WEST
31043,Dakota,24.67730554,7.569685302,47.05261028,81.25,Nebraska,2020,21042,-333,64231,95.9,THE MIDLANDS
31045,Dawes,21.80761536,8.921031748,80.64735834,26.5,Nebraska,2020,8241,128,50905,76,THE FAR WEST
31047,Dawson,27.61732309,8.199848416,61.94405456,109.75,Nebraska,2020,23884,-166,61817,92.3,THE FAR WEST
31049,Deuel,25.63746468,8.790637365,93.09750375,56.5,Nebraska,2020,1902,51,51583,77,THE FAR WEST
31051,Dixon,20.24875826,8.125858602,56.77478807,23.5,Nebraska,2020,5464,-68,64943,97,THE MIDLANDS
31053,Dodge,26.14557222,6.00753226,54.86637483,161.25,Nebraska,2020,36997,-54,59872,89.4,THE MIDLANDS
31055,Douglas,135.2388906,13.10871642,43.70436456,5561.75,Nebraska,2020,586327,-2005,69475,103.8,THE MIDLANDS
31057,Dundy,19.67712857,5.286228571,77.11428571,5.25,Nebraska,2020,1590,-27,52916,79,THE FAR WEST
31059,Fillmore,23.48301855,7.57150696,70.83260912,32,Nebraska,2020,5553,7,65739,98.2,THE MIDLANDS
31061,Franklin,26.85803333,12.36986917,70.075,12.25,Nebraska,2020,2873,1,54192,80.9,THE MIDLANDS
31063,Frontier,15.59882808,7.948271008,74.35343137,11.25,Nebraska,2020,2633,81,53735,80.3,THE FAR WEST
31065,Furnas,28.49829235,8.628768043,45.2723513,31.25,Nebraska,2020,4575,-23,54308,81.1,THE FAR WEST
31067,Gage,25.93845209,6.64754181,51.33188818,85.25,Nebraska,2020,21583,75,56261,84,THE MIDLANDS
31069,Garden,16.6159627,7.941187103,45.56051587,9.25,Nebraska,2020,1837,20,53240,79.5,THE FAR WEST
31071,Garfield,40.55239167,9.581366667,62,9.75,Nebraska,2020,1801,-26,51055,76.3,THE MIDLANDS
31073,Gosper,18.6265129,10.25996429,34.92956349,9,Nebraska,2020,1808,17,67263,100.5,THE FAR WEST
31075,Grant,36.56666667,13.42666667,60.66666667,1,Nebraska,2020,576,1,64244,96,THE FAR WEST
31077,Greeley,15.98447778,8.020188889,58.53333333,4.333333333,Nebraska,2020,2227,50,53225,79.5,THE MIDLANDS
31079,Hall,27.42165042,7.841919517,64.29606196,354,Nebraska,2020,62097,-239,60751,90.7,THE MIDLANDS
31081,Hamilton,41.81050858,7.164913039,48.58852941,54.75,Nebraska,2020,9429,64,73024,109.1,THE MIDLANDS
31083,Harlan,39.09826895,10.38334137,49.88765982,34.25,Nebraska,2020,3054,-35,58928,88,THE FAR WEST
31085,Hayes,45.14116667,9.605666667,89.66666667,1.333333333,Nebraska,2020,849,8,57060,85.2,THE FAR WEST
31087,Hitchcock,33.90280506,11.01379018,53.39136905,8.25,Nebraska,2020,2598,32,50300,75.1,THE FAR WEST
31089,Holt,38.1468351,10.2193043,54.64655198,90.5,Nebraska,2020,10043,-34,61415,91.7,THE MIDLANDS
31091,Hooker,18.00720673,4.204119551,97.37403846,7,Nebraska,2020,686,-42,52254,78.1,THE FAR WEST
31093,Howard,22.83112068,8.180584555,45.69687806,16.25,Nebraska,2020,6515,1,70906,105.9,THE MIDLANDS
31095,Jefferson,35.01978767,7.807581755,56.38028681,32,Nebraska,2020,7154,34,57098,85.3,THE MIDLANDS
31097,Johnson,23.17924518,7.321577384,58.57864662,18.25,Nebraska,2020,5287,-36,50886,76,THE MIDLANDS
31099,Kearney,21.51979812,8.594168048,54.02738414,26,Nebraska,2020,6690,22,72694,108.6,THE MIDLANDS
31101,Keith,23.702828,7.898533009,94.57680841,92.75,Nebraska,2020,8269,-18,53637,80.1,THE FAR WEST
31103,Keya Paha,34.989,8.357166667,69.91666667,2.5,Nebraska,2020,787,7,49421,73.8,THE FAR WEST
31105,Kimball,32.44137942,6.673088426,110.4003715,41.75,Nebraska,2020,3315,-55,52460,78.4,THE FAR WEST
31107,Knox,22.67245023,5.613555556,57.02893519,32,Nebraska,2020,8336,-83,54189,80.9,THE MIDLANDS
31109,Lancaster,44.09626142,11.21362616,43.74934969,2103.5,Nebraska,2020,324756,241,65436,97.7,THE MIDLANDS
31111,Lincoln,23.49906723,9.550131398,76.95459261,207.75,Nebraska,2020,33685,-283,61702,92.2,THE FAR WEST
31113,Logan,27.19444444,3.522,61.55555556,2.333333333,Nebraska,2020,675,-3,61004,91.1,THE FAR WEST
31115,Loup,18.46470536,4.969738095,100.7142857,8.25,Nebraska,2020,599,-1,53369,79.7,THE FAR WEST
31117,McPherson,55.131,25.806,42,1,Nebraska,2020,372,-5,54138,80.9,THE FAR WEST
31119,Madison,21.11517006,8.689064268,61.67736635,216,Nebraska,2020,35368,-53,61263,91.5,THE MIDLANDS
31121,Merrick,21.60248699,5.644834875,48.47858997,43,Nebraska,2020,7721,63,64309,96.1,THE MIDLANDS
31123,Morrill,45.74817226,9.315194805,69.62878788,18.5,Nebraska,2020,4527,-37,52933,79.1,THE FAR WEST
31125,Nance,14.66234651,7.345701675,54.15823511,18.75,Nebraska,2020,3326,-31,56880,85,THE MIDLANDS
31127,Nemaha,17.71268932,6.284531182,44.34209428,34.5,Nebraska,2020,7035,53,56658,84.6,THE MIDLANDS
31129,Nuckolls,25.42487783,9.462140591,58.44718928,13.75,Nebraska,2020,4041,23,59602,89,THE MIDLANDS
31131,Otoe,48.18416858,7.972242755,46.96647678,115.25,Nebraska,2020,16198,182,67595,101,THE MIDLANDS
31133,Pawnee,17.352625,11.2845,30.125,2,Nebraska,2020,2528,3,50501,75.4,THE MIDLANDS
31135,Perkins,41.98051255,13.44888745,42.69444252,22.5,Nebraska,2020,2829,16,61156,91.3,THE FAR WEST
31137,Phelps,21.32873042,9.918919087,54.9892484,52.25,Nebraska,2020,8988,69,66986,100.1,THE FAR WEST
31139,Pierce,21.69953176,6.762727227,58.35492066,23.25,Nebraska,2020,7332,-9,64607,96.5,THE MIDLANDS
31141,Platte,29.16775821,5.719814878,58.01153003,280.25,Nebraska,2020,34296,-96,70177,104.8,THE MIDLANDS
31143,Polk,25.04859123,8.152946547,45.28451933,36.5,Nebraska,2020,5166,63,69503,103.8,THE MIDLANDS
31145,Red Willow,27.03265037,10.17946732,58.20846702,41,Nebraska,2020,10573,-40,63958,95.5,THE FAR WEST
31147,Richardson,30.06719792,8.650019386,54.5521345,20.25,Nebraska,2020,7705,1,54044,80.7,THE MIDLANDS
31149,Rock,24.30839583,10.0405625,36,2.75,Nebraska,2020,1245,-23,53120,79.3,THE FAR WEST
31151,Saline,34.14525462,8.668493746,48.18646223,40.75,Nebraska,2020,14116,-13,63187,94.4,THE MIDLANDS
31153,Sarpy,63.40335067,12.54174919,44.72731929,1484.25,Nebraska,2020,196553,1681,88913,132.8,THE MIDLANDS
31155,Saunders,17.99506952,5.48701408,65.40822917,103.25,Nebraska,2020,23118,344,78689,117.5,THE MIDLANDS
31157,Scotts Bluff,37.58610415,12.18400447,56.70894097,123.5,Nebraska,2020,35603,-110,53206,79.5,THE FAR WEST
31159,Seward,34.95580683,8.192253452,49.23632645,106,Nebraska,2020,17692,105,75305,112.5,THE MIDLANDS
31161,Sheridan,36.77164396,11.48855465,71.68514957,18,Nebraska,2020,4996,-54,47543,71,THE FAR WEST
31163,Sherman,7.260867857,7.168107143,85.175,7.5,Nebraska,2020,2980,52,54771,81.8,THE MIDLANDS
31165,Sioux,16.79680952,7.685580952,64.54285714,6.333333333,Nebraska,2020,1127,-20,46834,70,THE FAR WEST
31167,Stanton,21.48344341,8.363084306,85.72634051,41.25,Nebraska,2020,5717,-75,71709,107.1,THE MIDLANDS
31169,Thayer,17.29995369,8.372805468,53.78152468,24.5,Nebraska,2020,4885,11,56626,84.6,THE MIDLANDS
31171,Thomas,16.99991667,4.162416667,66.20833333,3.25,Nebraska,2020,671,-8,53019,79.2,THE FAR WEST
31173,Thurston,58.28274003,7.523122507,41.29700855,15.5,Nebraska,2020,6507,-113,52202,78,THE MIDLANDS
31175,Valley,14.020125,5.9285125,51.89166667,8,Nebraska,2020,4073,2,52336,78.2,THE MIDLANDS
31177,Washington,28.18328888,5.769127386,53.41175624,162.75,Nebraska,2020,21167,193,100572,150.2,THE MIDLANDS
31179,Wayne,33.38900716,10.93342986,36.39655519,28,Nebraska,2020,9871,6,59787,89.3,THE MIDLANDS
31181,Webster,29.80748244,9.510036012,49.55208333,15.5,Nebraska,2020,3336,-31,58161,86.9,THE MIDLANDS
31183,Wheeler,12.92380556,7.271861111,32.08333333,3,Nebraska,2020,785,-3,50850,76,THE MIDLANDS
31185,York,37.79672151,8.572195693,57.76756336,186.5,Nebraska,2020,14354,108,64531,96.4,THE MIDLANDS
32001,Churchill,28.34726792,7.332078918,58.80127814,174,Nevada,2020,25843,284,67716,102.3,THE FAR WEST
32003,Clark,72.71897678,15.52422864,36.05866582,33788,Nevada,2020,2322985,25467,63735,96.3,THE FAR WEST
32005,Douglas,33.60124336,8.719915915,52.47702746,566.75,Nevada,2020,49628,26,74053,111.9,THE FAR WEST
32007,Elko,25.6439832,10.12672513,62.2423942,734.5,Nevada,2020,54046,58,81466,123.1,THE FAR WEST
32009,Esmeralda,21.55325701,6.37963664,74.10912698,50.25,Nevada,2020,744,19,53509,80.8,THE FAR WEST
32011,Eureka,36.08260289,14.937908,64.75926303,44,Nevada,2020,1863,-37,80084,121,THE FAR WEST
32013,Humboldt,25.24215671,7.646690995,52.55598584,247.25,Nevada,2020,17272,-353,77018,116.4,THE FAR WEST
32015,Lander,30.1869797,12.31974252,66.26758018,80.75,Nevada,2020,5766,10,85773,129.6,THE FAR WEST
32017,Lincoln,30.25136356,11.66611898,51.08316083,51.25,Nevada,2020,4482,66,64304,97.1,THE FAR WEST
32019,Lyon,26.01186364,8.016851705,57.94239732,654,Nevada,2020,61585,887,71547,108.1,THE FAR WEST
32021,Mineral,24.49746318,7.723935183,73.40833813,79.5,Nevada,2020,4525,-28,53515,80.8,THE FAR WEST
32023,Nye,35.30748946,8.454266318,46.31941611,986.5,Nevada,2020,54738,2090,59282,89.6,THE FAR WEST
32027,Pershing,22.30763978,7.085512751,61.84356274,109,Nevada,2020,6462,54,52412,79.2,THE FAR WEST
32029,Storey,72.64325389,17.357243,41.49320119,165.75,Nevada,2020,4170,45,79281,119.8,THE FAR WEST
32031,Washoe,40.40581207,13.18261098,44.40939325,4170,Nevada,2020,496745,2571,76123,115,THE FAR WEST
32033,White Pine,29.93894525,9.628350202,69.02765147,140.25,Nevada,2020,8788,-48,63070,95.3,THE FAR WEST
32510,Carson City,32.22742797,8.967121105,50.31933194,385.25,Nevada,2020,58130,-167,64869,98,THE FAR WEST
33001,Belknap,35.0459248,8.451311061,48.35081402,398.75,New Hampshire,2020,64781,529,75781,85.9,YANKEEDOM
33003,Carroll,26.74390947,7.96259444,48.73810232,310.75,New Hampshire,2020,52199,749,66874,75.8,YANKEEDOM
33005,Cheshire,26.44227897,6.484724099,58.44452353,522.25,New Hampshire,2020,77350,713,67883,76.9,YANKEEDOM
33007,Coos,25.86644893,8.318788526,56.43663955,260.5,New Hampshire,2020,31504,388,53602,60.7,YANKEEDOM
33009,Grafton,27.87245783,7.086368774,60.54509374,470.25,New Hampshire,2020,91126,923,77378,87.7,YANKEEDOM
33011,Hillsborough,60.1715639,17.36751472,40.15254627,2775.75,New Hampshire,2020,426594,2209,90806,102.9,YANKEEDOM
33013,Merrimack,47.01574624,12.10589907,44.99892757,1024.5,New Hampshire,2020,156020,1743,80842,91.6,YANKEEDOM
33015,Rockingham,55.2698475,15.83078567,43.41915367,1548.75,New Hampshire,2020,319424,1590,104281,118.1,YANKEEDOM
33017,Strafford,36.41914678,8.102385871,40.49286076,464,New Hampshire,2020,132275,876,91928,104.1,YANKEEDOM
33019,Sullivan,25.63218261,6.805715844,47.51043335,199.5,New Hampshire,2020,43958,483,64919,73.5,YANKEEDOM
34001,Atlantic,106.0920782,16.46222406,35.72931501,1759,New Jersey,2020,275638,1026,65693,73.6,THE MIDLANDS
34003,Bergen,79.07130382,19.14409607,29.50213143,7832.75,New Jersey,2020,952997,-3341,104777,117.4,NEW NETHERLAND
34005,Burlington,63.09862659,14.3728995,35.0006059,2450.5,New Jersey,2020,466103,1733,94043,105.4,THE MIDLANDS
34007,Camden,70.36247513,17.36293932,32.30582701,2825.75,New Jersey,2020,524907,283,77675,87.1,THE MIDLANDS
34009,Cape May,130.8840918,17.09060787,35.15265827,890.5,New Jersey,2020,95634,509,74896,83.9,THE MIDLANDS
34011,Cumberland,58.29201367,14.12292742,37.41927936,629.75,New Jersey,2020,151356,-727,58030,65,THE MIDLANDS
34013,Essex,68.9316561,19.4665326,31.43064647,7197.25,New Jersey,2020,849477,-8007,66191,74.2,NEW NETHERLAND
34015,Gloucester,73.7995672,16.96073501,31.99247121,1201,New Jersey,2020,306601,2299,93783,105.1,THE MIDLANDS
34017,Hudson,101.0811825,21.40132473,29.18038101,6950.5,New Jersey,2020,703366,-4939,79159,88.7,NEW NETHERLAND
34019,Hunterdon,53.34940377,11.51376789,35.66833706,1070.75,New Jersey,2020,129777,82,122095,136.8,YANKEEDOM
34021,Mercer,61.65725757,15.16151591,38.91609725,2319.25,New Jersey,2020,380688,-2283,86499,96.9,YANKEEDOM
34023,Middlesex,57.35480468,15.02891542,32.27722532,6422.75,New Jersey,2020,861418,-3043,98992,110.9,NEW NETHERLAND
34025,Monmouth,92.94721397,15.98525014,34.32019782,3904.5,New Jersey,2020,644098,-2136,107500,120.5,NEW NETHERLAND
34027,Morris,72.58157169,16.9540404,30.73282498,4520,New Jersey,2020,511151,152,122525,137.3,NEW NETHERLAND
34029,Ocean,98.83992378,14.58053665,36.18948387,3763,New Jersey,2020,655735,4013,75732,84.9,THE MIDLANDS
34031,Passaic,58.6092063,16.89318311,29.99083781,3888.5,New Jersey,2020,513936,-6798,74016,83,NEW NETHERLAND
34033,Salem,44.41873247,10.81734225,43.43352589,390.5,New Jersey,2020,65117,305,69844,78.3,THE MIDLANDS
34035,Somerset,254.963751,23.27329701,27.60058758,5002.75,New Jersey,2020,346875,119,123708,138.6,YANKEEDOM
34037,Sussex,42.84227461,11.14137283,41.8059875,967.5,New Jersey,2020,146084,567,99695,111.7,YANKEEDOM
34039,Union,56.7304134,16.57007045,32.29908818,4852.75,New Jersey,2020,569815,-5255,85926,96.3,NEW NETHERLAND
34041,Warren,46.80709503,11.95841708,42.50538126,917.5,New Jersey,2020,110926,598,82900,92.9,YANKEEDOM
35001,Bernalillo,71.7420996,17.88036441,49.64094555,7287.75,New Mexico,2020,672508,-803,59723,110,THE FAR WEST
35003,Catron,16.75183269,3.828450742,85.41433873,36.25,New Mexico,2020,3827,130,40273,74.2,THE FAR WEST
35005,Chaves,27.7513874,10.86617903,75.22094378,364.25,New Mexico,2020,63894,-635,45098,83,EL NORTE
35006,Cibola,17.25131925,6.068555173,98.14830999,304.5,New Mexico,2020,26950,-177,42862,78.9,THE FAR WEST
35007,Colfax,21.64520093,8.167056366,71.66196514,136,New Mexico,2020,12246,2,42787,78.8,EL NORTE
35009,Curry,45.72039723,13.06254712,53.78269744,333.5,New Mexico,2020,47532,-698,50322,92.7,GREATER APPALACHIA
35011,De Baca,51.81237088,11.65538553,68.55467033,16.25,New Mexico,2020,1693,39,40181,74,EL NORTE
35013,Doña Ana,30.08990293,12.02955395,71.04675483,1491.5,New Mexico,2020,223337,1845,46619,85.8,EL NORTE
35015,Eddy,26.67096622,11.52871169,95.81304713,561.75,New Mexico,2020,60400,-627,66191,121.9,EL NORTE
35017,Grant,23.67916702,9.375030788,82.22141532,292.5,New Mexico,2020,27686,27,46503,85.6,EL NORTE
35019,Guadalupe,45.91646674,11.44736465,69.93985941,123,New Mexico,2020,4310,-100,37534,69.1,EL NORTE
35021,Harding,63.62423867,15.59009503,56.7748538,12.5,New Mexico,2020,628,4,44080,81.2,GREATER APPALACHIA
35023,Hidalgo,24.75133835,12.86039823,114.5850305,98,New Mexico,2020,4003,-49,40226,74.1,EL NORTE
35025,Lea,20.68293104,9.24146184,91.16520851,572.25,New Mexico,2020,72452,-1020,51749,95.3,GREATER APPALACHIA
35027,Lincoln,27.50382282,7.324840762,88.02591878,182,New Mexico,2020,20411,88,50472,92.9,EL NORTE
35028,Los Alamos,30.06144838,7.634820564,79.13055812,128.25,New Mexico,2020,19187,-147,134050,246.9,THE FAR WEST
35029,Luna,17.98539837,7.758306685,97.02951401,365.5,New Mexico,2020,25749,328,35040,64.5,EL NORTE
35031,McKinley,16.5774984,6.013475587,82.43041409,987.75,New Mexico,2020,69830,-1266,40149,73.9,THE FAR WEST
35033,Mora,14.05473362,4.28114889,122.0333599,26.5,New Mexico,2020,4169,-13,41734,76.9,EL NORTE
35035,Otero,25.6356301,9.551046367,85.40492243,585.5,New Mexico,2020,68823,319,49845,91.8,EL NORTE
35037,Quay,24.45612311,8.524785579,101.1398405,223.5,New Mexico,2020,8546,21,35776,65.9,GREATER APPALACHIA
35039,Rio Arriba,16.81067318,10.87431414,71.523544,334.5,New Mexico,2020,40048,-49,47042,86.6,EL NORTE
35041,Roosevelt,29.31493198,9.560909737,70.99072198,66.5,New Mexico,2020,18934,-69,46977,86.5,GREATER APPALACHIA
35043,Sandoval,46.12518843,15.19370982,51.68275484,1853,New Mexico,2020,153501,2282,72545,133.6,THE FAR WEST
35045,San Juan,21.48953278,7.335442587,85.19337332,775,New Mexico,2020,120418,-41,49977,92,THE FAR WEST
35047,San Miguel,27.99255337,7.988638597,71.5555884,215.75,New Mexico,2020,26953,-96,43564,80.2,EL NORTE
35049,Santa Fe,36.6393412,9.245705484,62.81512043,1557.25,New Mexico,2020,155664,808,67311,124,EL NORTE
35051,Sierra,33.87326876,10.5130263,95.43751916,197,New Mexico,2020,11436,184,37660,69.4,THE FAR WEST
35053,Socorro,19.34873438,8.566356646,80.42450542,287.5,New Mexico,2020,16115,-104,38817,71.5,THE FAR WEST
35055,Taos,21.63397117,7.597647438,88.3654474,240.25,New Mexico,2020,34580,79,45626,84,EL NORTE
35057,Torrance,25.43802128,9.302333245,60.2996183,409.25,New Mexico,2020,15454,187,45684,84.1,EL NORTE
35059,Union,38.93462017,13.69948288,54.23980001,361,New Mexico,2020,3980,-89,41518,76.5,THE MIDLANDS
35061,Valencia,41.93658996,12.07790578,53.55322782,548,New Mexico,2020,78080,1029,50510,93,EL NORTE
36001,Albany,55.59831914,13.99731037,44.83642977,1908,New York,2020,315811,-245,74512,100.4,YANKEEDOM
36003,Allegany,39.42252181,11.53239837,56.61887169,375,New York,2020,46694,-160,55320,74.5,YANKEEDOM
36005,Bronx,56.5601762,19.25029132,31.16937476,13866.5,New York,2020,1379946,-49283,43143,58.1,NEW NETHERLAND
36007,Broome,35.94742785,9.406938748,46.06974803,892.25,New York,2020,197117,-1063,55729,75.1,YANKEEDOM
36009,Cattaraugus,28.26587349,7.647795958,62.16438425,507.25,New York,2020,76439,-84,54602,73.6,YANKEEDOM
36011,Cayuga,47.22710406,10.94757209,46.79879468,420.75,New York,2020,74998,-643,62839,84.7,YANKEEDOM
36013,Chautauqua,40.92496299,9.090970438,58.17178408,713.75,New York,2020,126027,-445,48102,64.8,YANKEEDOM
36015,Chemung,35.36903975,9.945983795,48.96709575,520.25,New York,2020,81426,-1164,59155,79.7,YANKEEDOM
36017,Chenango,37.23541371,10.8515976,59.85143614,221,New York,2020,46458,8,58177,78.4,YANKEEDOM
36019,Clinton,38.73986161,10.18367714,48.62151964,360.25,New York,2020,78753,-1186,60094,81,YANKEEDOM
36021,Columbia,33.24666657,8.081564717,60.9213173,256.25,New York,2020,61286,-578,69403,93.5,YANKEEDOM
36023,Cortland,41.29180288,11.6114167,45.01508456,221.75,New York,2020,46126,-310,62292,83.9,YANKEEDOM
36025,Delaware,32.97030528,7.693367257,56.75682038,210.25,New York,2020,44740,196,53385,71.9,YANKEEDOM
36027,Dutchess,34.01915513,10.55295137,52.46120467,1336,New York,2020,297545,-212,87370,117.7,YANKEEDOM
36029,Erie,68.90272601,13.76601708,44.8286725,5480.5,New York,2020,950312,-2812,63014,84.9,YANKEEDOM
36031,Essex,29.44164091,8.142495909,52.47671836,167.75,New York,2020,36910,-187,62884,84.7,NEW NETHERLAND
36033,Franklin,23.54189986,6.562138433,76.53632679,200.25,New York,2020,46373,-685,54960,74,YANKEEDOM
36035,Fulton,26.01568541,5.271583425,59.31635441,215.75,New York,2020,52669,-156,56169,75.7,YANKEEDOM
36037,Genesee,35.52013264,8.196215994,62.76400743,354.5,New York,2020,57535,-293,62785,84.6,YANKEEDOM
36039,Greene,33.5987546,7.902151273,59.23040477,232.75,New York,2020,48061,-306,61375,82.7,YANKEEDOM
36041,Hamilton,25.27968037,9.132903871,70.27679739,36.25,New York,2020,5118,50,57427,77.4,YANKEEDOM
36043,Herkimer,28.67136515,8.488309354,57.78725998,471.25,New York,2020,59822,-164,59366,80,YANKEEDOM
36045,Jefferson,33.3851829,9.29695906,49.27529849,532,New York,2020,116637,-1938,59430,80.1,YANKEEDOM
36047,Kings,73.40156196,21.35227096,29.89488151,26068.5,New York,2020,2590516,-63801,66943,90.2,NEW NETHERLAND
36049,Lewis,22.03026675,6.941598677,40.90731077,145.75,New York,2020,26699,-105,59978,80.8,YANKEEDOM
36051,Livingston,33.4697019,8.342741531,56.75596573,374,New York,2020,61516,-25,65221,87.9,YANKEEDOM
36053,Madison,36.90298896,10.42957124,49.77382813,274.5,New York,2020,67097,-139,66419,89.5,YANKEEDOM
36055,Monroe,85.7120741,14.09735984,40.99612736,4926,New York,2020,752035,-4577,66003,88.9,YANKEEDOM
36057,Montgomery,37.45594748,8.423039655,49.05385359,330,New York,2020,49623,34,55523,74.8,YANKEEDOM
36059,Nassau,63.06203654,16.03132517,29.48865702,7993.25,New York,2020,1383726,-8906,125118,168.6,NEW NETHERLAND
36061,New York,114.5728077,25.46944632,27.89249526,22720,New York,2020,1596273,13855,84371,113.7,NEW NETHERLAND
36063,Niagara,90.24501799,14.41744274,42.5706343,1657.5,New York,2020,210880,-218,61068,82.3,YANKEEDOM
36065,Oneida,36.82036278,8.840651371,48.93418726,1409,New York,2020,228846,-596,59804,80.6,YANKEEDOM
36067,Onondaga,224.012696,23.95813186,37.18756458,2936,New York,2020,468249,-3848,65548,88.3,YANKEEDOM
36069,Ontario,43.17563564,10.25315867,46.76629457,547,New York,2020,112707,219,76137,102.6,YANKEEDOM
36071,Orange,48.71432797,12.11747786,45.23457079,2519.75,New York,2020,405941,-1156,88494,119.2,YANKEEDOM
36073,Orleans,20.42949671,5.263095774,75.78470333,162.75,New York,2020,39318,-314,56140,75.6,YANKEEDOM
36075,Oswego,44.16863529,11.22269663,42.93605447,472.5,New York,2020,118287,187,59394,80,YANKEEDOM
36077,Otsego,35.26528376,9.367449109,55.73701655,435.25,New York,2020,60636,92,61664,83.1,YANKEEDOM
36079,Putnam,54.1409066,13.52202392,38.50842972,456.25,New York,2020,98045,-139,107014,144.2,NEW NETHERLAND
36081,Queens,80.0341246,21.43877128,29.19998911,23938.75,New York,2020,2278029,-59444,72807,98.1,NEW NETHERLAND
36083,Rensselaer,46.80926731,12.58651487,46.10392198,642.5,New York,2020,159853,-827,74106,99.8,YANKEEDOM
36085,Richmond,58.49928405,15.44810947,34.18261141,3224.25,New York,2020,491133,-3051,84744,114.2,NEW NETHERLAND
36087,Rockland,62.5725567,14.88678203,34.26392787,2205.25,New York,2020,339022,-3559,98054,132.1,NEW NETHERLAND
36089,St. Lawrence,33.78405393,8.839915674,50.61949438,489,New York,2020,107733,-588,55531,74.8,YANKEEDOM
36091,Saratoga,45.6075936,9.816421346,47.30498763,1174.5,New York,2020,238797,989,87154,117.4,YANKEEDOM
36093,Schenectady,59.27628773,11.90145009,46.11215058,847.75,New York,2020,160093,-222,72357,97.5,YANKEEDOM
36095,Schoharie,29.29823126,8.620019618,70.19979783,165,New York,2020,30063,-5,67080,90.4,YANKEEDOM
36097,Schuyler,44.13846497,10.69804011,44.278786,77.25,New York,2020,17650,-95,57706,77.7,YANKEEDOM
36099,Seneca,34.75782522,11.24218059,54.09034317,194.25,New York,2020,32882,-710,60985,82.2,YANKEEDOM
36101,Steuben,24.68531231,6.528731787,80.8399571,535.5,New York,2020,92599,-296,57584,77.6,YANKEEDOM
36103,Suffolk,54.01214922,13.63112983,33.51579287,7180,New York,2020,1525465,-8855,112681,151.8,YANKEEDOM
36105,Sullivan,37.39150253,8.18364137,55.82576078,571,New York,2020,79658,-40,57017,76.8,YANKEEDOM
36107,Tioga,29.89017708,6.401375769,57.25779525,177.75,New York,2020,47772,-202,64052,86.3,YANKEEDOM
36109,Tompkins,44.36089037,10.16835363,62.34941206,529.75,New York,2020,104777,-1328,65402,88.1,YANKEEDOM
36111,Ulster,34.37442472,7.030680934,63.89281206,621.25,New York,2020,182319,-956,77427,104.3,YANKEEDOM
36113,Warren,40.79942244,9.559263911,57.74281634,443,New York,2020,65599,116,69314,93.4,YANKEEDOM
36115,Washington,35.99937591,7.061102069,53.57929161,426.25,New York,2020,60841,72,61633,83,YANKEEDOM
36117,Wayne,37.22799618,8.824826063,60.6853156,473,New York,2020,91125,-6,65299,88,YANKEEDOM
36119,Westchester,56.85931929,15.49229814,33.5213658,5449,New York,2020,990427,-11081,109131,147,NEW NETHERLAND
36121,Wyoming,20.27824187,5.004232812,58.89922084,205,New York,2020,39666,-243,66261,89.3,YANKEEDOM
36123,Yates,31.78097906,7.377710116,62.98370171,272.25,New York,2020,24451,-206,63619,85.7,YANKEEDOM
