geoid,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,State,Year,POP_ESTIMATE_2022,NET_MIG_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021,WOODARD NATION NAME,Less_than_a_high_school_diploma_2017_21,High_school_diploma_only_2017_21,Some_college_or_associate_degree_2017_21,Bachelor_degree_or_higher_2017_21,Percent_of_adults_with_less_than_a_high_school_diploma_2017_21,Percent_of_adults_with_a_high_school_diploma_only_2017_21,Percent_of_adults_completing_some_college_or_associate_degree_2017_21,Percent_of_adults_with_a_bachelor_degree_or_higher_2017_21
17081,Jefferson,39.34537614,9.347524525,59.48744662,478.75,Illinois,2020,36400.0,-336.0,53294.0,73.8,GREATER APPALACHIA,2644.0,8299.0,10466.0,4755.0,10.10548845742241,31.71915609234062,40.00152881822351,18.17382663201345
17083,Jersey,31.07407081,5.091800466,60.4799822,234.0,Illinois,2020,21246.0,1.0,68675.0,95.1,GREATER APPALACHIA,1139.0,5596.0,4903.0,3364.0,7.592321023863486,37.30169310758566,32.68230902546328,22.42367684308759
17085,Jo Daviess,20.29590674,4.605528615,57.25007027,176.5,Illinois,2020,21758.0,-3.0,67839.0,93.9,YANKEEDOM,1280.0,5897.0,5182.0,4147.0,7.754755846358901,35.72640252029565,31.39464437174361,25.12419726160184
17087,Johnson,31.17473214,7.121866884,59.8014204,96.75,Illinois,2020,13381.0,-21.0,57073.0,79.0,GREATER APPALACHIA,1635.0,3148.0,3203.0,1675.0,16.92371390125246,32.58461856950626,33.15391781389091,17.33774971535038
17089,Kane,63.02032357,13.02156079,37.56726041,4714.25,Illinois,2020,514182.0,-3631.0,90941.0,125.9,YANKEEDOM,47621.0,76989.0,93655.0,122594.0,13.97087945455452,22.586758747752,27.47617049865194,35.96619129904154
17091,Kankakee,38.59972248,10.50882839,44.36427136,702.25,Illinois,2020,106074.0,-380.0,63880.0,88.5,THE MIDLANDS,7490.0,24927.0,24350.0,14861.0,10.45680460155246,34.80063662254984,33.99508572066789,20.7474730552298
17093,Kendall,83.78082277,13.52837917,32.46095549,1266.25,Illinois,2020,137254.0,1702.0,100483.0,139.1,THE MIDLANDS,5307.0,20500.0,28034.0,29326.0,6.381136748950906,24.6491998028064,33.70808133033535,35.26158211790734
17095,Knox,29.56157049,9.588316422,50.91706729,278.0,Illinois,2020,48640.0,-419.0,47559.0,65.9,THE MIDLANDS,3859.0,12274.0,11896.0,6855.0,11.06237816764133,35.18518518518518,34.10159385391584,19.65084279325765
17097,Lake,58.54360041,13.35049486,35.3559258,4979.25,Illinois,2020,709150.0,-4210.0,95895.0,132.8,YANKEEDOM,43130.0,94568.0,114310.0,217451.0,9.187170764646115,20.14403813751574,24.34930419908874,46.31948689874941
17099,LaSalle,29.96102587,7.030991561,56.65375568,945.75,Illinois,2020,108078.0,-670.0,64447.0,89.2,THE MIDLANDS,7334.0,27529.0,28423.0,14362.0,9.445188543169174,35.45358541108592,36.60493509169586,18.49629095404904
17101,Lawrence,13.97082079,4.62242239,51.71117245,108.5,Illinois,2020,14914.0,-240.0,46525.0,64.4,GREATER APPALACHIA,1765.0,4137.0,3887.0,1500.0,15.63468863495438,36.64629285144832,34.43174771901851,13.28727079457879
17103,Lee,21.79976419,6.161364174,67.6953849,392.0,Illinois,2020,33848.0,-176.0,60542.0,83.8,YANKEEDOM,2607.0,8696.0,9122.0,4680.0,10.38438558056164,34.63851822346146,36.33539135630352,18.64170483967337
17105,Livingston,23.68866761,6.124431924,58.26732383,197.5,Illinois,2020,35521.0,-118.0,61569.0,85.3,THE MIDLANDS,2492.0,10598.0,7939.0,4238.0,9.862666719436419,41.9440376776032,31.42042980963312,16.77286579332727
17107,Logan,42.90240282,10.77661651,41.55606305,126.75,Illinois,2020,27591.0,-221.0,58939.0,81.6,GREATER APPALACHIA,1906.0,7037.0,6640.0,4159.0,9.654543612602573,35.64481815418904,33.63387701347381,21.06676121973458
17109,McDonough,41.71357834,9.979878638,67.43254289,216.25,Illinois,2020,26861.0,140.0,53024.0,73.4,GREATER APPALACHIA,821.0,5454.0,4965.0,5342.0,4.951151851405138,32.89108672054034,29.94210589796165,32.21565553009287
17111,McHenry,46.99199954,11.7581437,40.65878019,2522.75,Illinois,2020,311747.0,-276.0,92522.0,128.1,YANKEEDOM,13717.0,55145.0,68660.0,74658.0,6.464794042793855,25.98972570459044,32.35931756056178,35.18616269205392
17113,McLean,50.74249287,10.6668805,42.64097409,1028.25,Illinois,2020,171141.0,-314.0,71309.0,98.7,GREATER APPALACHIA,4190.0,24299.0,28312.0,47627.0,4.01233385682001,23.26866357681848,27.11150266212127,45.60749990424024
17115,Macon,41.55333938,9.833430027,51.33485151,464.0,Illinois,2020,101483.0,-982.0,48245.0,66.8,GREATER APPALACHIA,5926.0,25424.0,23622.0,16852.0,8.250723991980397,35.39763867231009,32.88872800178213,23.46290933392738
17117,Macoupin,35.45232723,7.054247138,52.89694191,344.5,Illinois,2020,44245.0,-76.0,57755.0,80.0,GREATER APPALACHIA,2857.0,12968.0,10306.0,5924.0,8.912806114490719,40.45546716580877,32.15099048510373,18.48073623459679
17119,Madison,51.80815405,9.903020066,48.69524602,1980.25,Illinois,2020,263864.0,-243.0,65886.0,91.2,GREATER APPALACHIA,13030.0,54017.0,66106.0,52992.0,6.999919417658278,29.01877568562142,35.51317521287169,28.46812968384861
17121,Marion,45.44508949,12.21551949,57.14340417,282.25,Illinois,2020,36914.0,-290.0,55292.0,76.6,GREATER APPALACHIA,2885.0,9155.0,9912.0,4243.0,11.0135522046192,34.94941782782973,37.83928230578354,16.19774766176752
17123,Marshall,19.19673355,5.012046734,60.74550928,51.0,Illinois,2020,11678.0,68.0,64132.0,88.8,THE MIDLANDS,648.0,3365.0,3023.0,1544.0,7.552447552447553,39.21911421911422,35.23310023310023,17.99533799533799
17125,Mason,30.30081152,7.992343312,51.76304775,104.0,Illinois,2020,12748.0,5.0,58828.0,81.5,GREATER APPALACHIA,895.0,3914.0,3150.0,1599.0,9.363883657668968,40.94998953756016,32.95668549905838,16.72944130571249
17127,Massac,42.582267,8.569178823,50.42179908,161.25,Illinois,2020,13896.0,28.0,52680.0,72.9,GREATER APPALACHIA,1297.0,3552.0,4034.0,1341.0,12.6858372456964,34.74178403755869,39.45618153364632,13.11619718309859
17129,Menard,27.89719856,4.638021108,57.06776162,136.25,Illinois,2020,12121.0,-41.0,75687.0,104.8,GREATER APPALACHIA,371.0,2930.0,3246.0,2118.0,4.281592613964224,33.81419503750721,37.46105020196192,24.44316214656665
17131,Mercer,20.62707515,4.967881474,53.82997267,77.25,Illinois,2020,15504.0,43.0,64731.0,89.6,THE MIDLANDS,842.0,4332.0,3977.0,2109.0,7.477797513321492,38.47246891651865,35.31971580817051,18.73001776198934
17133,Monroe,52.15666251,8.850093226,46.34616267,176.75,Illinois,2020,35033.0,153.0,93054.0,128.9,GREATER APPALACHIA,1155.0,6299.0,8042.0,9121.0,4.691879595401552,25.58800828695617,32.66848113092578,37.0516309867165
17135,Montgomery,45.13999231,9.806197818,48.48954083,156.0,Illinois,2020,28020.0,27.0,59116.0,81.9,GREATER APPALACHIA,2514.0,8255.0,6225.0,3696.0,12.15079748670856,39.89850169163847,30.08699855002417,17.86370227162881
17137,Morgan,31.04795073,6.37141484,51.098224,177.75,Illinois,2020,32209.0,-204.0,54644.0,75.7,GREATER APPALACHIA,2451.0,8991.0,6816.0,4876.0,10.59479553903346,38.86487421111784,29.46312786375033,21.07720238609839
17139,Moultrie,32.16511045,9.028183937,53.99182783,67.25,Illinois,2020,14323.0,-145.0,69652.0,96.5,GREATER APPALACHIA,1322.0,3252.0,3307.0,1947.0,13.45136345136345,33.08913308913309,33.64875864875864,19.81074481074481
17141,Ogle,27.39123775,9.730661262,49.53156918,345.5,Illinois,2020,51351.0,4.0,74472.0,103.1,YANKEEDOM,3255.0,12261.0,12696.0,7766.0,9.047195508366224,34.07915948635277,35.28823169714826,21.58541330813275
17143,Peoria,36.51543926,9.169302982,48.44959284,1072.0,Illinois,2020,178383.0,-1566.0,56460.0,78.2,THE MIDLANDS,9588.0,33607.0,39020.0,40342.0,7.823298546798632,27.42152631020668,31.83824669337533,32.91692844961936
17145,Perry,34.00748904,8.807067201,51.77820009,121.0,Illinois,2020,20588.0,-393.0,53071.0,73.5,GREATER APPALACHIA,2500.0,5654.0,5333.0,1777.0,16.37840670859539,37.04140461215933,34.93841719077568,11.6417714884696
17147,Piatt,32.45347221,9.479650822,53.04423477,125.75,Illinois,2020,16723.0,-28.0,81583.0,113.0,GREATER APPALACHIA,740.0,3764.0,3590.0,3650.0,6.301089918256131,32.05040871934604,30.56880108991826,31.07970027247957
17149,Pike,28.16490769,8.370198131,73.0131595,91.5,Illinois,2020,14484.0,-38.0,54474.0,75.4,GREATER APPALACHIA,920.0,4290.0,3350.0,1825.0,8.858931150698123,41.30958112662494,32.25806451612903,17.5734232065479
17151,Pope,47.15133229,8.057508564,62.18238675,46.0,Illinois,2020,3770.0,32.0,50404.0,69.8,GREATER APPALACHIA,316.0,1254.0,914.0,421.0,10.87779690189329,43.16695352839931,31.46299483648881,14.49225473321859
17153,Pulaski,28.68397366,8.756926818,45.84270743,84.25,Illinois,2020,4991.0,-57.0,42738.0,59.2,GREATER APPALACHIA,404.0,1507.0,1306.0,555.0,10.71049840933192,39.95227995758218,34.62354188759279,14.71367974549311
17155,Putnam,18.65679324,3.993336117,61.63802294,54.75,Illinois,2020,5572.0,-13.0,74798.0,103.6,THE MIDLANDS,275.0,1632.0,1384.0,821.0,6.687743190661479,39.68871595330739,33.65758754863813,19.965953307393
17157,Randolph,38.21497194,9.025590395,41.23261486,134.0,Illinois,2020,30068.0,-19.0,58694.0,81.3,GREATER APPALACHIA,3309.0,8519.0,7422.0,2925.0,14.92220969560316,38.41713641488163,33.47012401352875,13.19052987598647
17159,Richland,27.55142606,7.06005456,55.91964477,104.75,Illinois,2020,15435.0,-106.0,56852.0,78.7,GREATER APPALACHIA,843.0,3434.0,4588.0,2133.0,7.665030005455538,31.22385888343335,41.71667575922895,19.39443535188216
17161,Rock Island,32.17362264,8.089887294,55.0346655,1192.25,Illinois,2020,141527.0,-1164.0,58171.0,80.6,THE MIDLANDS,10918.0,29460.0,35646.0,23446.0,10.97617372071981,29.61696994068564,35.83593043128582,23.57092590730874
17163,St. Clair,50.03512294,10.32369681,44.04817011,1646.75,Illinois,2020,252671.0,-2169.0,66422.0,92.0,GREATER APPALACHIA,13631.0,48222.0,62306.0,52283.0,7.725484861880958,27.33022749685449,35.31245395087338,29.63183369039118
17165,Saline,35.6040589,10.86799976,62.78570569,119.0,Illinois,2020,23087.0,-93.0,50914.0,70.5,GREATER APPALACHIA,2087.0,5006.0,6787.0,3291.0,12.15421349950498,29.15380583542019,39.52594490711083,19.16603575796401
17167,Sangamon,47.46607518,9.008804346,47.83688624,2060.75,Illinois,2020,194534.0,-856.0,68476.0,94.8,GREATER APPALACHIA,9898.0,37873.0,42677.0,46544.0,7.225239430039711,27.64613992057931,31.15291403877599,33.975706610605
17169,Schuyler,20.85402258,4.673101988,58.00653642,83.5,Illinois,2020,6746.0,-35.0,57839.0,80.1,GREATER APPALACHIA,404.0,2052.0,1940.0,924.0,7.593984962406015,38.57142857142858,36.46616541353384,17.36842105263158
17171,Scott,28.31478094,5.425205884,56.34952931,29.5,Illinois,2020,4790.0,-40.0,63510.0,87.9,GREATER APPALACHIA,210.0,1556.0,963.0,773.0,5.996573386636208,44.43175328383781,27.49857224443175,22.07310108509423
17173,Shelby,28.84759155,6.434582602,60.17984404,115.0,Illinois,2020,20761.0,-9.0,55725.0,77.2,GREATER APPALACHIA,1035.0,6478.0,4993.0,2633.0,6.836647070480216,42.79014465948874,32.98104234097364,17.3921659290574
17175,Stark,20.62454789,3.742331728,61.62641988,33.5,Illinois,2020,5345.0,74.0,58265.0,80.7,THE MIDLANDS,404.0,1515.0,1201.0,756.0,10.42311661506708,39.08668730650155,30.98555211558308,19.5046439628483
17177,Stephenson,24.94107815,8.014193576,55.21662342,227.0,Illinois,2020,43627.0,-234.0,56263.0,77.9,YANKEEDOM,2576.0,10676.0,11776.0,6793.0,8.095282989220955,33.55017127054461,37.00700795072436,21.34753778951007
17179,Tazewell,36.98027634,10.06457643,50.83827071,992.0,Illinois,2020,129911.0,-238.0,65427.0,90.6,GREATER APPALACHIA,6260.0,28037.0,32519.0,25557.0,6.77687202970565,30.3519426672296,35.20400982971215,27.6671754733526
17181,Union,23.95195639,5.255513938,71.60277878,176.0,Illinois,2020,16767.0,-49.0,52384.0,72.5,GREATER APPALACHIA,1337.0,4382.0,3878.0,2818.0,10.76923076923077,35.29601288763592,31.23640757148611,22.6983487716472
17183,Vermilion,39.96001639,10.65337127,51.71381886,441.75,Illinois,2020,72337.0,-689.0,49825.0,69.0,GREATER APPALACHIA,4997.0,21002.0,16808.0,8350.0,9.76796919287683,41.05401020388217,32.85571866997674,16.32230193326427
17185,Wabash,23.34040923,6.25494416,68.19047243,60.25,Illinois,2020,11087.0,-73.0,56183.0,77.8,GREATER APPALACHIA,658.0,2693.0,3255.0,1500.0,8.117443868739207,33.22230446582778,40.15544041450777,18.50481125092524
17187,Warren,31.56764808,8.92698747,50.70963327,87.5,Illinois,2020,16354.0,-207.0,61734.0,85.5,THE MIDLANDS,1335.0,3719.0,3493.0,2466.0,12.1220375919368,33.76918187596477,31.71706165440843,22.39171887769
17189,Washington,40.37309609,12.05496982,73.1908841,225.25,Illinois,2020,13643.0,48.0,66746.0,92.4,GREATER APPALACHIA,785.0,3307.0,3636.0,2253.0,7.864943392445646,33.13295260995892,36.42921550946799,22.57288848812744
17191,Wayne,41.14329505,8.063215693,51.69334225,73.0,Illinois,2020,15872.0,-21.0,51669.0,71.5,GREATER APPALACHIA,1438.0,3967.0,4261.0,1736.0,12.61182248728293,34.79214172952113,37.37063673039818,15.22539905279775
17193,White,23.77576707,7.033920177,54.8804275,67.0,Illinois,2020,13614.0,-10.0,50653.0,70.1,GREATER APPALACHIA,1030.0,3407.0,3932.0,1619.0,10.31237484981978,34.11093311974369,39.36724068882659,16.20945134160993
17195,Whiteside,22.87019206,6.408140371,66.87034295,514.75,Illinois,2020,54658.0,-490.0,56805.0,78.7,YANKEEDOM,3399.0,14889.0,13608.0,7398.0,8.650175599328142,37.8912811116201,34.63124141090243,18.82730187814933
17197,Will,52.13751626,13.03996325,37.19501719,5162.75,Illinois,2020,696757.0,-2335.0,93994.0,130.2,THE MIDLANDS,39246.0,119617.0,138820.0,162906.0,8.520828764907543,25.97044219466813,30.13966898905532,35.369060051369
17199,Williamson,30.42197673,8.089210864,54.0421899,499.0,Illinois,2020,66695.0,-44.0,55447.0,76.8,GREATER APPALACHIA,3506.0,14301.0,17379.0,12764.0,7.311783107403545,29.82481751824817,36.24400417101147,26.61939520333681
17201,Winnebago,45.87502582,12.19202624,41.16753773,2305.5,Illinois,2020,282188.0,-1302.0,57113.0,79.1,YANKEEDOM,22994.0,60897.0,65354.0,45227.0,11.82381011148134,31.31401949895101,33.60586614011272,23.25630424945494
17203,Woodford,28.06898899,6.791959106,48.78293104,203.25,Illinois,2020,38128.0,6.0,85085.0,117.8,THE MIDLANDS,1484.0,7280.0,8124.0,9059.0,5.71935098469958,28.057193509847,31.30997803214244,34.91347747331098
18001,Adams,38.53468432,9.117995375,50.09013606,181.75,Indiana,2020,36068.0,-104.0,62282.0,99.3,THE MIDLANDS,2933.0,9456.0,5874.0,3078.0,13.74349843025163,44.30907642565953,27.52448338878215,14.42294175530669
18003,Allen,81.9010836,13.35246355,46.92582353,3291.75,Indiana,2020,391449.0,1328.0,62680.0,99.9,THE MIDLANDS,24735.0,70255.0,79531.0,74398.0,9.936967447241873,28.22404075221257,31.95055419634499,29.88843760420056
18005,Bartholomew,37.393121,7.883214051,53.83711952,581.75,Indiana,2020,83540.0,655.0,72458.0,115.5,GREATER APPALACHIA,4682.0,16918.0,14501.0,19626.0,8.401672438853698,30.35871301164606,26.02149765822671,35.21811689127353
18007,Benton,31.61479889,5.651642349,46.29591465,64.5,Indiana,2020,8719.0,4.0,60738.0,96.8,THE MIDLANDS,678.0,2356.0,1797.0,1026.0,11.57589209492915,40.22537135052075,30.68123612771043,17.51750042683968
18009,Blackford,27.79342724,6.633786899,51.6514101,62.75,Indiana,2020,11919.0,-40.0,47553.0,75.8,GREATER APPALACHIA,781.0,4235.0,2326.0,1220.0,9.12170053725765,49.46274234991824,27.16654987152535,14.24900724129876
18011,Boone,35.10882373,7.110257266,48.59704966,723.75,Indiana,2020,74164.0,1052.0,98047.0,156.3,GREATER APPALACHIA,2591.0,8792.0,12061.0,22901.0,5.590678606106376,18.97076275757903,26.02438234976804,49.41417628654655
18013,Brown,26.90328081,5.467561816,69.14705974,172.0,Indiana,2020,15570.0,100.0,66839.0,106.6,GREATER APPALACHIA,822.0,4054.0,3690.0,3280.0,6.939051156508526,34.22252237042039,31.14975519162587,27.68867128144522
18015,Carroll,32.51560796,6.698488577,54.47266414,168.75,Indiana,2020,20555.0,38.0,57019.0,90.9,THE MIDLANDS,1549.0,6022.0,4541.0,2084.0,10.91152437306284,42.42040011270781,31.98788391096084,14.68019160326853
18017,Cass,44.22132426,8.558362012,46.580758,293.25,Indiana,2020,37540.0,9.0,53813.0,85.8,THE MIDLANDS,3998.0,10791.0,7756.0,3554.0,15.3185945821679,41.34641173991341,29.7176137016744,13.6173799762443
18019,Clark,118.0837402,10.98725809,46.73931214,1218.75,Indiana,2020,124237.0,1437.0,62822.0,100.2,GREATER APPALACHIA,7621.0,29348.0,27778.0,19073.0,9.092102123598186,35.01312335958005,33.14006203769983,22.75471247912193
18021,Clay,31.13343665,8.010153422,53.12661109,170.5,Indiana,2020,26379.0,91.0,64245.0,102.4,GREATER APPALACHIA,1614.0,7618.0,6104.0,2986.0,8.809081977950004,41.57843030236874,33.31514026852964,16.29734745115162
18023,Clinton,26.91497524,4.825175738,70.10050874,394.75,Indiana,2020,32843.0,-141.0,60609.0,96.6,GREATER APPALACHIA,2840.0,9771.0,5712.0,3218.0,13.18416043823407,45.36001114154404,26.51687479689894,14.93895362332296
18025,Crawford,27.00905871,6.832910071,56.79045981,94.0,Indiana,2020,10536.0,95.0,52031.0,83.0,GREATER APPALACHIA,1274.0,3487.0,1799.0,872.0,17.14208826695371,46.91872981700754,24.20613562970937,11.73304628632939
18027,Daviess,21.44379034,5.184398542,70.49875035,303.75,Indiana,2020,33418.0,-87.0,59888.0,95.5,GREATER APPALACHIA,4785.0,6965.0,6105.0,2830.0,23.13270485859318,33.67174280879864,29.51414068165337,13.6814116509548
18029,Dearborn,51.90216461,11.94209934,59.09445666,322.5,Indiana,2020,51138.0,225.0,73150.0,116.6,GREATER APPALACHIA,3254.0,13463.0,9730.0,8771.0,9.239593389743881,38.22761088079959,27.62791754216594,24.90487818729059
18031,Decatur,34.2632859,7.532697055,49.41361141,212.25,Indiana,2020,26416.0,155.0,64871.0,103.4,GREATER APPALACHIA,1461.0,7909.0,4705.0,3702.0,8.218484558699442,44.49007144062553,26.46678292175283,20.8246610789222
18033,DeKalb,34.5665618,6.429868986,62.13984402,488.75,Indiana,2020,43731.0,367.0,65059.0,103.7,THE MIDLANDS,2637.0,12667.0,8398.0,5447.0,9.046622525644105,43.4560362276579,28.81059384541494,18.68674740128306
18035,Delaware,43.40707457,8.458049327,42.39549818,589.75,Indiana,2020,112031.0,627.0,50533.0,80.6,GREATER APPALACHIA,6654.0,23450.0,21931.0,17758.0,9.5339074119181,33.59935810181537,31.42292206954852,25.44381241671801
18037,Dubois,29.2334127,5.791295864,67.4251243,214.25,Indiana,2020,43632.0,-12.0,67615.0,107.8,GREATER APPALACHIA,2949.0,11153.0,8115.0,7267.0,10.002035002035,37.82729616062949,27.52340252340252,24.64726631393298
18039,Elkhart,38.47932309,8.835781531,51.6107811,1323.75,Indiana,2020,206890.0,-953.0,62233.0,99.2,THE MIDLANDS,23619.0,45191.0,35739.0,26169.0,18.06866690126838,34.57136737098181,27.34053458590247,20.01943114184733
18041,Fayette,40.20188987,10.09418244,48.75366371,97.25,Indiana,2020,23349.0,147.0,50642.0,80.7,GREATER APPALACHIA,2472.0,7284.0,4190.0,2472.0,15.05664514557193,44.36593982214643,25.52076988670971,15.05664514557193
18043,Floyd,44.81132412,10.16273289,48.05291002,625.75,Indiana,2020,80714.0,304.0,67330.0,107.3,GREATER APPALACHIA,4801.0,16949.0,16620.0,16653.0,8.72544208785417,30.8034821801792,30.20555040619377,30.26552532577286
18045,Fountain,32.79246349,6.893047978,46.40995914,147.5,Indiana,2020,16574.0,187.0,55195.0,88.0,GREATER APPALACHIA,1398.0,5045.0,3565.0,1500.0,12.148070907195,43.83906847410497,30.97844977407021,13.03441084462982
18047,Franklin,30.90889343,6.735543059,75.6453533,197.0,Indiana,2020,23028.0,227.0,61261.0,97.7,GREATER APPALACHIA,1838.0,6327.0,4173.0,3352.0,11.7144678138942,40.32504780114723,26.59655831739962,21.36392606755896
18049,Fulton,38.96276682,8.093575155,45.57664624,101.25,Indiana,2020,20327.0,33.0,57400.0,91.5,THE MIDLANDS,1745.0,5566.0,4404.0,2281.0,12.46784795655902,39.76850528722492,31.46613318090883,16.29751357530723
18051,Gibson,36.68704989,7.871875025,56.31350485,219.0,Indiana,2020,32993.0,127.0,60592.0,96.6,GREATER APPALACHIA,1921.0,9399.0,7070.0,4085.0,8.547274749721913,41.81979977753059,31.45717463848721,18.17575083426029
18053,Grant,38.12339418,7.100198769,45.55394264,348.0,Indiana,2020,66022.0,173.0,50248.0,80.1,GREATER APPALACHIA,5183.0,16692.0,13739.0,8658.0,11.70717383447777,37.70328876039031,31.03315865558367,19.55637874954825
18055,Greene,31.69021476,6.880972181,57.03155567,185.0,Indiana,2020,31006.0,333.0,55504.0,88.5,GREATER APPALACHIA,2547.0,8608.0,7288.0,3440.0,11.63917195996893,39.33647123337751,33.3043915368094,15.71996526984417
18057,Hamilton,57.53422728,10.06959191,36.00322407,2624.0,Indiana,2020,364921.0,6352.0,108203.0,172.5,GREATER APPALACHIA,6183.0,32280.0,49878.0,135500.0,2.76222854615553,14.42095058546021,22.2827810812139,60.53403978717036
18059,Hancock,47.23376189,9.103441817,43.15230006,527.25,Indiana,2020,83070.0,1255.0,80326.0,128.1,GREATER APPALACHIA,3626.0,16350.0,16625.0,17681.0,6.679930732102724,30.12048192771084,30.62709553811577,32.57249180207067
18061,Harrison,27.08318543,5.608963572,58.88224318,328.25,Indiana,2020,39851.0,145.0,66989.0,106.8,GREATER APPALACHIA,2724.0,11739.0,8200.0,5238.0,9.76309092864055,42.07376079710405,29.38962761191355,18.77352066234185
18063,Hendricks,61.48029272,9.961572245,39.39487818,1623.5,Indiana,2020,182534.0,2859.0,90298.0,144.0,GREATER APPALACHIA,5625.0,30616.0,33493.0,45442.0,4.883829964575953,26.58192679030353,29.07984302285198,39.45440022226853
18065,Henry,45.53418293,11.33982873,43.38453907,297.75,Indiana,2020,48915.0,148.0,52994.0,84.5,GREATER APPALACHIA,3200.0,14851.0,10619.0,6101.0,9.203071525121509,42.7108797561186,30.53981766414541,17.54623105461448
18067,Howard,43.14540956,8.463029739,43.81773141,712.5,Indiana,2020,83574.0,334.0,56268.0,89.7,GREATER APPALACHIA,5225.0,21571.0,18662.0,11968.0,9.098666109427786,37.56312471702713,32.49747501131892,20.84073416222617
18069,Huntington,36.37098421,7.188446285,67.74878539,326.5,Indiana,2020,36834.0,163.0,55546.0,88.6,THE MIDLANDS,1800.0,10588.0,7457.0,5252.0,7.172171972745746,42.18830935968442,29.71271466709168,20.92680400047814
18071,Jackson,30.25266574,8.693297826,59.24099769,259.5,Indiana,2020,46300.0,-57.0,61943.0,98.8,GREATER APPALACHIA,3381.0,12941.0,9354.0,5460.0,10.85881294964029,41.56282117163413,30.04239465570401,17.53597122302158
18073,Jasper,39.47025959,11.32278278,51.36205837,318.5,Indiana,2020,33281.0,246.0,74336.0,118.5,THE MIDLANDS,1917.0,10057.0,6522.0,3898.0,8.560328659462355,44.90935071894258,29.12387246583906,17.40644815575601
18075,Jay,34.8860418,6.616722241,59.75655031,72.0,Indiana,2020,20198.0,-152.0,52315.0,83.4,GREATER APPALACHIA,1647.0,6485.0,3846.0,1781.0,11.97034668217167,47.13278581292245,27.95261283523512,12.94425466967076
18077,Jefferson,28.47627327,6.991699789,55.21936657,212.25,Indiana,2020,32946.0,-61.0,59333.0,94.6,GREATER APPALACHIA,2412.0,9402.0,6982.0,4243.0,10.46920439255176,40.80906289335475,30.30513477147446,18.41659794261904
18079,Jennings,24.01584665,6.542264367,66.01220036,256.0,Indiana,2020,27536.0,49.0,61964.0,98.8,GREATER APPALACHIA,2102.0,8061.0,5860.0,2924.0,11.09410460758959,42.54499393043753,30.92837916292817,15.4325222990447
18081,Johnson,89.08659805,10.57531579,38.88934199,1619.75,Indiana,2020,165782.0,1272.0,79914.0,127.4,GREATER APPALACHIA,7709.0,33039.0,30876.0,34997.0,7.230282964894346,30.98732895020681,28.95864792114124,32.82374016375761
18083,Knox,30.99946496,8.002098377,66.35297288,116.75,Indiana,2020,35789.0,-2.0,56564.0,90.2,GREATER APPALACHIA,2738.0,8575.0,8368.0,4509.0,11.3187267465895,35.4485324514262,34.5928069450186,18.63993385696569
18085,Kosciusko,33.85269125,5.244661812,59.63964832,524.5,Indiana,2020,80826.0,481.0,66525.0,106.1,THE MIDLANDS,6577.0,18695.0,15306.0,13025.0,12.26983564352741,34.87677928474152,28.55437195679346,24.29901311493759
18087,LaGrange,34.13617949,6.668202557,68.32747841,269.0,Indiana,2020,40866.0,-46.0,80335.0,128.1,THE MIDLANDS,9436.0,6691.0,4787.0,2435.0,40.41286564735106,28.65647351064285,20.50194869159279,10.42871215041329
18089,Lake,51.60220976,13.5187082,37.14699472,3712.0,Indiana,2020,499689.0,1277.0,61468.0,98.0,YANKEEDOM,34286.0,119068.0,103211.0,79665.0,10.19718644975166,35.41266395027213,30.6965470065134,23.69360259346281
18091,LaPorte,41.01432528,10.64758973,45.90437278,850.0,Indiana,2020,111675.0,-447.0,62620.0,99.8,YANKEEDOM,8368.0,31353.0,23585.0,15493.0,10.61942410436681,39.78857599715732,29.9305828754172,19.66141702305867
18093,Lawrence,31.14487059,7.602533876,66.5964381,352.0,Indiana,2020,45222.0,422.0,52557.0,83.8,GREATER APPALACHIA,3573.0,12115.0,9909.0,6304.0,11.20027585342152,37.97686592896775,31.06172220306573,19.761136014545
18095,Madison,34.21536668,6.911459627,51.73421947,699.25,Indiana,2020,131744.0,1196.0,54026.0,86.1,GREATER APPALACHIA,9283.0,36143.0,27990.0,17239.0,10.23992057801555,39.86873310903977,30.87529645358778,19.0160498593569
18097,Marion,122.286761,12.40083875,36.63981912,8201.25,Indiana,2020,969466.0,-5699.0,58737.0,93.6,GREATER APPALACHIA,83635.0,175662.0,169534.0,209182.0,13.10866706477768,27.53266782965238,26.57218583320403,32.78647927236592
18099,Marshall,32.58990544,7.368643758,54.49576606,297.25,Indiana,2020,46332.0,213.0,68799.0,109.7,THE MIDLANDS,4446.0,11411.0,8559.0,6309.0,14.47030105777055,37.13913751017087,27.85679414157852,20.53376729048006
18101,Martin,39.5668699,8.205669997,58.07915216,107.25,Indiana,2020,9803.0,24.0,61520.0,98.1,GREATER APPALACHIA,870.0,2962.0,2048.0,992.0,12.66006984866123,43.10244470314319,29.80209545983702,14.43538998835856
18103,Miami,48.57395776,7.915357429,48.36474318,328.75,Indiana,2020,35674.0,-265.0,56867.0,90.7,THE MIDLANDS,3431.0,10701.0,7389.0,3698.0,13.6048217613704,42.43229311233594,29.29933780086443,14.66354732542924
