id,org_id,name,aka,name_long,city,country,region_continent,media,notes,proto_unicast,proto_multicast,proto_ipv6,website,social_media,url_stats,tech_email,tech_phone,policy_email,policy_phone,sales_phone,sales_email,net_count,fac_count,ixf_net_count,ixf_last_import,ixf_import_request,ixf_import_request_status,service_level,terms,status_dashboard,created,updated,status
944,2634,AMS-IX Chicago,,AMS-IX Chicago,Chicago,US,North America,Ethernet,,True,False,True,https://www.ams-ix.net/chi,"[{'service': 'website', 'identifier': 'https://www.ams-ix.net/chi'}]",https://stats-chi.us.ams-ix.net/,noc@us.ams-ix.net,+12124614815,info@us.ams-ix.net,+12124614768,,,29,1,34,2024-11-12T01:11:16Z,2024-06-25T12:05:54Z,finished,Not Disclosed,Not Disclosed,,2014-09-29T00:00:00Z,2024-04-15T11:31:28Z,ok
954,14386,FL-IX,FL-IX,FL-IX - The Florida Internet Exchange / Community IX - Florida,Miami,US,North America,Ethernet,Looking Glass: https://my.fl-ix.net/lg/,True,True,True,http://www.communityix.org/index.php/about-fl-ix/,"[{'service': 'website', 'identifier': 'http://www.communityix.org/index.php/about-fl-ix/'}]",https://my.fl-ix.net/grapher/ixp?period=month,noc@fl-ix.net,+18889254678,info@fl-ix.net,+18889254678,+1 888-925-4678,info@fl-ix.net,181,11,0,,,queued,24/7 Support,Recurring Fees,,2014-10-08T00:00:00Z,2024-05-20T12:29:30Z,ok
957,10111,MiamiIX,,Miami Internet Exchange,"Miami, Florida",US,North America,Ethernet,,True,False,True,http://www.miamiix.net,"[{'service': 'website', 'identifier': 'http://www.miamiix.net'}]",,noc@miamiix.net,+130566355186784662,info@miamiix.net,+13056635518232,,,5,3,0,,,queued,Not Disclosed,Not Disclosed,,2014-10-16T00:00:00Z,2020-01-22T04:24:06Z,ok
986,11225,FD-IX - Indianapolis,MidWest-IX Indianapolis,MidWest-IX / FD-IX Indianapolis,"Indianapolis, Indiana",US,North America,Ethernet,"How to participate?
Please visit https://fd-ix.com to learn more—email peering@fd-ix.com to connect.
We currently offer 1/10/40G ports in all locations with select availability of 25/100.

Max Prefix Settings
Recommended limits to allow for future growth 
IPv4: 90000
IPv6: 50000

Our route servers have an open peering policy. 
PNI Interconnects are available across the IX fabric.",True,True,True,http://www.fd-ix.com,"[{'service': 'website', 'identifier': 'http://www.fd-ix.com'}]",,helpdesk@fd-ix.com,+13176442224,peering@fd-ix.com,+13176442224,,sales@fd-ix.com,40,13,0,,,queued,24/7 Support,Not Disclosed,,2014-11-26T00:00:00Z,2024-03-29T03:44:44Z,ok
1002,1187,DE-CIX Richmond,DE-CIX RIC,,Ashland,US,North America,Ethernet,"For peering with the DE-CIX Richmond route servers, please see:

[DE-CIX Richmond Route Servers](https://www.peeringdb.com/net/7681)",True,False,True,https://www.de-cix.net/locations/richmond,"[{'service': 'website', 'identifier': 'https://www.de-cix.net/locations/richmond'}]",https://www.de-cix.net/locations/richmond/statistics,support@de-cix.net,,sales@de-cix.net,,,,21,3,0,,,queued,24/7 Support,Recurring Fees,,2014-12-29T00:00:00Z,2023-10-06T22:55:09Z,ok
1006,10602,DET-iX,,Detroit Internet Exchange,Detroit,US,North America,Ethernet,"DET-iX is fee free. No MRC or NRC charges. 1,10, 25 and 100G ports are supported.",True,False,True,http://www.detroitix.com,"[{'service': 'website', 'identifier': 'http://www.detroitix.com'}]",http://stats.detroitix.com,noc@detroitix.com,+18002271957,info@detroitix.com,+18002271957,,,73,5,0,,,queued,Not Disclosed,Not Disclosed,,2015-01-12T00:00:00Z,2022-05-12T14:33:03Z,ok
1038,11201,NashIX,,Nashville Internet Exchange,Nashville,US,North America,Ethernet,,True,False,True,http://nashix.net,"[{'service': 'website', 'identifier': 'http://nashix.net'}]",,peering@nashix.net,+14153077324,peering@nashix.net,+14153077324,,,6,1,0,,,queued,Not Disclosed,Not Disclosed,,2015-03-12T00:00:00Z,2020-01-22T04:24:06Z,ok
1086,8978,MASS-IX,MASS IX,"MASS IX, Boston/Massachusetts Internet Exchange",Boston,US,North America,Ethernet,"### Primary Service Area:

Boston, MA metro and Massachusetts

### MASS IX port fees for CDNs and Network Partners:

100GE: $500 MRC, $0 NRC  
10GE: $0 MRC, $500 NRC

The connecting member is solely responsible for costs of any cross connects and local loops to support their IX connection. MASS-IX can offer to organize a local loop to be delivered at the member's desired location, however in that instance, monthly fees will need to be quoted ICB to include loop costs.",True,False,True,https://www.mass-ix.net,"[{'service': 'website', 'identifier': 'https://www.mass-ix.net'}]",https://www.mass-ix.net/peering.html#stats,ops@mass-ix.net,+16178497278,ops@mass-ix.net,+16178497278,+16178497278,sales@mass-ix.net,69,8,0,,,queued,24/7 Support,Recurring Fees,,2015-05-12T00:00:00Z,2024-02-01T18:00:43Z,ok
1117,7625,CyrusOne IX Sterling,,CyrusOne Internet Exchange,Sterling,US,North America,Ethernet,,True,False,True,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",,peering@cyrusone.com,+1-786-493-4764 (Bill Williams Cell),peering@cyrusone.com,+1-786-493-4764 (Bill Williams Cell),,,0,2,0,,,queued,Not Disclosed,Not Disclosed,,2015-07-29T00:00:00Z,2019-06-10T18:37:33Z,ok
1142,7625,CyrusOne IX Chicago,,CyrusOne Internet Exchange,Chicago,US,North America,Ethernet,,True,False,True,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",,peering@cyrusone.com,+17864934764,peering@cyrusone.com,+17864934764,,,0,1,0,,,queued,Not Disclosed,Not Disclosed,,2015-09-22T00:00:00Z,2024-11-07T02:36:32Z,ok
1174,13167,MegaIX Seattle,,Megaport MegaIX Seattle,Seattle,US,North America,Ethernet,,True,False,True,https://megaport.com,"[{'service': 'website', 'identifier': 'https://megaport.com'}]",https://www.megaport.com/services/ix-statistics/,support@megaport.com,+14259542777,ix@megaport.com,+61730885996,,,16,8,20,2024-11-12T01:20:37Z,,queued,Not Disclosed,Not Disclosed,,2015-12-08T00:00:00Z,2023-07-09T22:19:24Z,ok
1175,13167,MegaIX Los Angeles,,Megaport MegaIX Los Angeles,Los Angeles,US,North America,Ethernet,,True,False,True,https://megaport.com,"[{'service': 'website', 'identifier': 'https://megaport.com'}]",https://www.megaport.com/services/ix-statistics/,support@megaport.com,+14259542777,ix@megaport.com,+61730885996,,,29,15,37,2024-11-12T01:21:37Z,,queued,Not Disclosed,Not Disclosed,,2015-12-08T00:00:00Z,2023-07-09T22:19:22Z,ok
1178,13167,MegaIX Ashburn,,Megaport MegaIX Ashburn,Ashburn,US,North America,Ethernet,,True,False,True,https://www.megaport.com,"[{'service': 'website', 'identifier': 'https://www.megaport.com'}]",https://www.megaport.com/services/ix-statistics/,support@megaport.com,+14259542777,ix@megaport.com,+61730885996,,,45,34,57,2024-11-12T01:22:41Z,,queued,Not Disclosed,Not Disclosed,,2015-12-08T00:00:00Z,2023-07-09T22:19:20Z,ok
1180,13167,MegaIX Dallas,,Megaport MegaIX Dallas,Dallas,US,North America,Ethernet,,True,False,True,https://megaport.com,"[{'service': 'website', 'identifier': 'https://megaport.com'}]",https://www.megaport.com/services/ix-statistics/,support@megaport.com,+14259542777,ix@megaport.com,+61730885996,,,28,29,33,2024-11-12T01:23:45Z,,queued,Not Disclosed,Not Disclosed,,2015-12-08T00:00:00Z,2023-07-09T22:19:21Z,ok
1207,13253,IX-Denver,,Interconnection eXchange Denver,Denver,US,North America,Ethernet,"IX-Denver operates secure route servers with ingress filtering based on ARIN bulk whois DB import, and/or valid IRRDB as-set+route-set records for the connecting network.",True,False,True,https://ix-denver.org,"[{'service': 'website', 'identifier': 'https://ix-denver.org'}]",https://portal.ix-denver.org/statistics/ixp,peering@ix-denver.org,+13033511539,peering@ix-denver.org,+13033511539,,,88,10,106,2024-11-12T01:24:39Z,2024-10-24T18:17:53Z,finished,Not Disclosed,Not Disclosed,https://weathermap.ix-denver.org/,2016-01-10T00:00:00Z,2023-09-18T22:53:23Z,ok
1212,13363,MGMix Montgomery,MGMix,Montgomery Internet Exchange,Montgomery,US,North America,Ethernet,,True,False,True,http://www.mgmix.net,"[{'service': 'website', 'identifier': 'http://www.mgmix.net'}]",,support@mgmix.net,+13346252424,info@mgmix.net,+13346252424,+13346252424,sales@mgmix.net,21,1,0,,,queued,Not Disclosed,Not Disclosed,,2016-01-24T00:00:00Z,2024-01-30T15:32:42Z,ok
1249,1187,DE-CIX Dallas,DE-CIX DFW,,Dallas,US,North America,Ethernet,"For peering with the DE-CIX Dallas route servers, please see:

[DE-CIX Dallas Route Servers](https://www.peeringdb.com/net/9841)",True,False,True,https://www.de-cix.net/en/locations/dallas,"[{'service': 'website', 'identifier': 'https://www.de-cix.net/en/locations/dallas'}]",https://www.de-cix.net/en/locations/dallas/statistics,support@de-cix.net,+12127966914,sales@de-cix.net,+12127966914,,,140,18,0,,,queued,24/7 Support,Recurring Fees,,2016-03-22T15:29:10Z,2021-11-17T11:38:28Z,ok
1285,29,SIX Seattle (Jumbo),,Seattle Internet Exchange (MTU 9000),Seattle,US,North America,Ethernet,"SIX port fees:

- 400G: $15k NRC, no MRC
- 100G: $7.5k NRC, no MRC
- 10G: $1.5k NRC, no MRC
- 1G: $100 NRC, no MRC
- Extension port: $100 NRC, no MRC",True,True,True,https://www.seattleix.net/,"[{'service': 'website', 'identifier': 'https://www.seattleix.net/'}]",https://www.seattleix.net/statistics/,info@seattleix.net,+12063674320,info@seattleix.net,+12063674320,,,57,15,72,2024-11-12T01:28:12Z,2023-07-18T14:44:06Z,finished,24/7 Support,Non-recurring Fees Only,,2016-04-21T14:40:58Z,2023-12-22T17:45:38Z,ok
1488,7483,Ninja-IX Las Vegas,Ninja-IX Las Vegas,,Las Vegas,US,North America,Ethernet,SLA is available OPEN-IX certified since June 2021,True,False,True,http://www.vegas-ix.net,"[{'service': 'website', 'identifier': 'http://www.vegas-ix.net'}]",,peering@ninja-ix.net,+16026886414,peering@ninja-ix.net,+16026886414,,,6,1,0,,,queued,Not Disclosed,Not Disclosed,,2016-10-16T15:53:28Z,2024-05-09T23:11:47Z,ok
1490,7483,Ninja-IX Richmond,Ninja-IX Richmond,Ninja-IX Richmond,Richmond,US,North America,Ethernet,"This IX is owned by Richmond-IX Corporation and managed by Ninja-IX Corporation

Open-IX Certified since April 2021",True,False,True,http://www.richmond-ix.net,"[{'service': 'website', 'identifier': 'http://www.richmond-ix.net'}]",,peering@ninja-ix.net,+16026886414,peering@ninja-ix.net,+16026886414,,,8,1,0,,,queued,Best Effort (no SLA),Recurring Fees,,2016-10-16T15:56:10Z,2022-11-06T04:24:24Z,ok
1519,11225,FD-IX - St. Louis,MidWest-IX St. Louis,St. Louis Regional Internet Exchange,"St. Louis, MO",US,North America,Ethernet,visit https://fd-ix.com for more informatiom,True,False,True,https://www.fd-ix.com,"[{'service': 'website', 'identifier': 'https://www.fd-ix.com'}]",,helpdesk@fd-ix.com,+13176442224,peering@midwest-ix.com,,,sales@fd-ix.com,12,4,0,,,queued,Not Disclosed,Recurring Fees,,2016-11-17T15:14:16Z,2022-02-27T22:28:18Z,ok
1628,13167,MegaIX Las Vegas,,Megaport MegaIX Las Vegas,Las Vegas,US,North America,Ethernet,,True,False,True,https://megaport.com,"[{'service': 'website', 'identifier': 'https://megaport.com'}]",https://www.megaport.com/services/ix-statistics/,support@megaport.com,+14259542777,ix@megaport.com,+61730885996,,,5,2,7,2024-11-12T01:34:37Z,,queued,Not Disclosed,Not Disclosed,,2017-02-09T04:23:24Z,2023-07-09T22:19:26Z,ok
1668,14386,CIX-ATL,CIX-ATL,Community IX - Atlanta,Atlanta,US,North America,Ethernet,Limited time promotion: First year is currently free on a two-year commitment. Does not include 400G ports.,True,True,True,http://www.communityix.org,"[{'service': 'website', 'identifier': 'http://www.communityix.org'}]",https://atl.communityix.org/grapher/ixp?period=month,noc@communityix.org,+18889254678,info@communityix.org,+18889254678,+1 888-925-4678,info@communityix.org,75,11,0,,,queued,24/7 Support,Recurring Fees,,2017-03-16T17:11:36Z,2024-05-20T12:29:43Z,ok
1679,16557,NNENIX,,Northern New England Neutral Internet Exchange,Portland,US,North America,Ethernet,,True,False,True,http://www.nnenix.net,"[{'service': 'website', 'identifier': 'http://www.nnenix.net'}]",https://ixp.nnenix.net/statistics/ixp,noc@nnenix.net,,info@nnenix.net,,,,10,3,13,2024-11-12T01:36:29Z,2024-01-19T10:33:36Z,finished,Normal Business Hours,Recurring Fees,,2017-03-28T18:37:21Z,2023-07-28T15:40:11Z,ok
1999,18417,PIT-IX,PIT-IX,Pittsburgh Internet Exchange,Pittsburgh,US,North America,Ethernet,,True,False,True,https://pit-ix.net,"[{'service': 'website', 'identifier': 'https://pit-ix.net'}]",https://portal.pit-ix.net/statistics/ixp,noc@pit-ix.net,+14129457045,peering@pit-ix.net,+14129457045,,,34,3,41,2024-11-12T01:45:32Z,2024-05-08T14:13:07Z,finished,Not Disclosed,Not Disclosed,,2017-11-07T18:08:16Z,2022-01-05T18:37:23Z,ok
2032,7483,Ninja-IX Sacramento,,Ninja-IX Sacramento,Sacramento,US,North America,Ethernet,"Available Now at QTS


AS 5118 is used for Route Server for Public Peering LAN . Please also peer with the route viewer /looking glass AS65000 on .1 / ::1. Peering with AS5118 will include all participants connected to the route servers plus ROOT Servers and AS112.

AS 53698 is for transit service of the IX'es services such as statistics, website and other services. Also behind it maybe management blocks for root servers.",True,False,True,http://www.sacramento-ix.net,"[{'service': 'website', 'identifier': 'http://www.sacramento-ix.net'}]",http://www.sacramento-ix.net,peering@ninja-ix.net,+16026886414,peering@ninja-ix.net,+16026886414,,,6,1,0,,,queued,Not Disclosed,Not Disclosed,,2017-12-08T02:22:00Z,2022-11-06T03:53:11Z,ok
2036,10277,MEX-IX McAllen,,MEX-IX McAllen,McAllen,US,North America,Ethernet,,True,False,True,http://www.mdcdatacenters.com,"[{'service': 'website', 'identifier': 'http://www.mdcdatacenters.com'}]",,noc@mdcdatacenters.com,+19564293400,peering@mdcdatacenters.com,,,,19,1,0,,,queued,Not Disclosed,Not Disclosed,,2017-12-11T21:46:58Z,2023-02-13T15:14:12Z,ok
2050,18562,GPIEX,,Global Peering Managed Services Provider,Albany,US,North America,Ethernet,Global Peering Managed Services Provider,True,False,True,http://gpiex.net/,"[{'service': 'website', 'identifier': 'http://gpiex.net/'}]",,noc@gpiex.net,,peering@gpiex.net,,,,2,3,0,,,queued,Not Disclosed,Not Disclosed,,2017-12-19T21:21:51Z,2017-12-29T20:37:41Z,ok
2088,23597,PhillyIX,,Philadelphia Internet Exchange,Philadelphia,US,North America,Ethernet,,True,False,True,http://phillyix.net,"[{'service': 'website', 'identifier': 'http://phillyix.net'}]",http://phillyix.net/services/statistics,admin@phillyix.net,+14844835964,admin@phillyix.net,+14844835964,,,21,2,0,,,queued,Best Effort (no SLA),Not Disclosed,,2018-02-07T20:34:38Z,2023-01-29T17:20:58Z,ok
2124,34,CFLIX (Central Florida Internet Exchange),CFLIX,Central Florida Internet Exchange,Orlando,US,North America,Ethernet,CFLIX will be merged into Any2Miami in Mid-November.,True,False,False,http://www.cflix.org,"[{'service': 'website', 'identifier': 'http://www.cflix.org'}]",,osc@coresite.com,+18667772673,any2@coresite.com,+18667772673,,info@coresite.com,1,1,0,,,queued,24/7 Support,Not Disclosed,,2018-03-15T12:18:44Z,2022-10-21T20:27:13Z,ok
2163,19672,FCIX,,Fremont Cabal Internet Exchange,Fremont,US,North America,Ethernet,FCIX is a free IXP targeted at growing the peering community in the east bay of the Silicon Valley. We are funded by our corporate sponsors and donations from the members to keep FCIX free.,True,False,True,http://fcix.net/,"[{'service': 'website', 'identifier': 'http://fcix.net/'}]",,noc@fcix.net,,,,,,149,2,0,,,queued,Not Disclosed,Not Disclosed,,2018-04-16T14:56:27Z,2019-09-17T03:53:19Z,ok
2182,2,Equinix Denver,,Equinix Internet Exchange Denver,Denver,US,North America,Ethernet,,True,False,True,https://www.equinix.com,"[{'service': 'website', 'identifier': 'https://www.equinix.com'}]",https://ix.equinix.com/home/locations-and-traffic/#traffic,support@equinix.com,,,,,,5,2,0,,,queued,24/7 Support,Recurring Fees,,2018-05-07T21:23:04Z,2024-07-26T15:35:21Z,ok
2183,2,Equinix Houston,,Equinix Internet Exchange Houston,Houston,US,North America,Ethernet,,True,False,True,https://www.equinix.com,"[{'service': 'website', 'identifier': 'https://www.equinix.com'}]",https://ix.equinix.com/home/locations-and-traffic/#traffic,support@equinix.com,,,,,,0,1,0,,,queued,24/7 Support,Recurring Fees,,2018-05-07T21:23:57Z,2024-07-26T15:35:53Z,ok
2186,19922,Baltimore IX,,Baltimore Internet Exchange,Baltimore,US,North America,Ethernet,,True,False,False,https://baltimoreix.net,"[{'service': 'website', 'identifier': 'https://baltimoreix.net'}]",https://baltimoreix.net/stats,support@baltimoreix.net,,,,,,3,2,0,,,queued,Not Disclosed,Not Disclosed,,2018-05-13T21:54:50Z,2019-03-29T20:03:55Z,ok
2274,24424,EVIX,,Experimental Virtual Internet Exchange,Fremont,US,North America,Ethernet,"Virtual Internet Exchange offering automated tunneled connectivity for holders of public resources.

Tunnel connections are generally via OpenVPN, EoIP, VXLAN or ZeroTier (but other options may be available)",True,False,True,https://evix.org,"[{'service': 'website', 'identifier': 'https://evix.org'}]",https://evix.org,peering@evix.org,,peering@evix.org,,,,80,2,86,2024-11-12T01:51:52Z,,queued,Not Disclosed,Not Disclosed,,2018-07-19T16:24:58Z,2019-11-21T20:45:11Z,ok
2286,11225,FD-IX - Ohio,FD-IX Ohio,MidWest-IX - Ohio,"Cleveland, Ohio",US,North America,Ethernet,"Visit us at fd-ix.com for more details.  Certain locations in Ohio qualify, dependent on latency, for peering on our Indianapolis fabric as well.",True,True,True,http://www.fd-ix.com,"[{'service': 'website', 'identifier': 'http://www.fd-ix.com'}]",,support@fd-ix.com,+13176442224,peering@fd-ix.com,+13176442224,,sales@fd-ix.com,5,10,0,,,queued,Not Disclosed,Not Disclosed,,2018-07-31T19:45:44Z,2022-02-27T22:26:53Z,ok
2317,7483,Ninja-IX Charlotte,Ninja-IX Charlotte,,Charlotte,US,North America,Ethernet,Open-IX Certified since June 2021,True,False,True,http://www.charlotte-ix.net,"[{'service': 'website', 'identifier': 'http://www.charlotte-ix.net'}]",,peering@ninja-ix.net,+16026886414,peering@ninja-ix.net,+16026886414,,,3,2,0,,,queued,Not Disclosed,Not Disclosed,,2018-08-20T17:11:54Z,2024-05-09T23:10:36Z,ok
2318,7483,Ninja-IX Dallas,Ninja-IX Dallas,,Dallas,US,North America,Ethernet,Open-IX Certified since June 2021,True,False,True,http://www.dallas-ix.net,"[{'service': 'website', 'identifier': 'http://www.dallas-ix.net'}]",,peering@ninja-ix.net,+16026886414,peering@ninja-ix.net,+16026886414,,,7,2,0,,,queued,Best Effort (no SLA),Non-recurring Fees Only,,2018-08-20T17:27:42Z,2024-05-09T23:11:18Z,ok
2319,7483,Ninja-IX Houston,,Ninja-IX Houston,Houston,US,North America,Ethernet,SLA is available OPEN-IX certified since May 2022,True,False,True,http://www.houston-ix.net,"[{'service': 'website', 'identifier': 'http://www.houston-ix.net'}]",,peering@ninja-ix.net,+16026886414,peering@ninja-ix.net,+16026886414,,,3,1,0,,,queued,Not Disclosed,Not Disclosed,,2018-08-20T17:35:59Z,2022-11-06T03:52:52Z,ok
2486,21648,CMH-IX,,Columbus Internet Exchange,Columbus,US,North America,Ethernet,,True,False,True,http://www.cmh-ix.net,"[{'service': 'website', 'identifier': 'http://www.cmh-ix.net'}]",,peering@cmh-ix.net,,peering@cmh-ix.net,,,,8,1,0,,,queued,Not Disclosed,Not Disclosed,,2019-01-19T18:25:59Z,2019-01-19T18:36:36Z,ok
2551,8592,Digital Realty Chicago,,,Chicago,US,North America,Ethernet,,True,False,True,https://ix.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://ix.digitalrealty.com'}]",,ix@digitalrealty.com,+18888359832,ix@digitalrealty.com,+18888359832,,,7,3,0,,,queued,Not Disclosed,Not Disclosed,,2019-03-29T11:02:59Z,2021-11-01T23:26:03Z,ok
2558,32,NYIIX Philadelphia,,New York International Internet eXchange - Philadelphia,Philadelphia,US,North America,Ethernet,,True,False,True,https://www.nyiix.net/locations/nyiix-philadelphia/,"[{'service': 'website', 'identifier': 'https://www.nyiix.net/locations/nyiix-philadelphia/'}]",https://www.nyiix.net/PHI-mrtg/sum.html,iixeng@telehouse.com,+17183552525,,,,iixsales@telehouse.com,5,1,0,,,queued,Not Disclosed,Not Disclosed,,2019-04-08T13:44:34Z,2023-03-07T18:45:17Z,ok
2564,19739,iX-OKC,,Internet Exchange Oklahoma City,Oklahoma City,US,North America,Ethernet,,True,False,True,https://www.iX-OKC.net,"[{'service': 'website', 'identifier': 'https://www.iX-OKC.net'}]",https://ixp.onenet.net/statistics/ixp,info@iX-OKC.net,+14054433667,info@iX-OKC.net,+14054433667,,,14,1,0,,,queued,Not Disclosed,Not Disclosed,,2019-04-15T17:30:19Z,2020-10-21T17:09:48Z,ok
2572,8592,Digital Realty Ashburn,,Digital Realty Ashburn Internet Exchange,Ashburn,US,North America,Ethernet,,True,False,True,https://ix.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://ix.digitalrealty.com'}]",,ix@digitalrealty.com,+18888359832,ix@digitalrealty.com,+18888359832,,,9,2,0,,,queued,Not Disclosed,Not Disclosed,,2019-04-28T00:04:54Z,2020-01-22T04:24:07Z,ok
2585,22760,STLIX,STLIX,Saint Louis Internet Exchange,"Saint Louis, MO",US,North America,Ethernet,"### How to participate?
Please visit http://stlix.net and click the application up top or email peering@stlix.net to connect. 

1/10/40/100 Gb ports available in all sites 

### Max Prefix Settings
Recommended limits to allow for future growth  
IPv4: 120000  
IPv6: 50000  

### Route Server Communities:
0:$peerasn to exclude your routes to $peerasn
46389:$peerasn to include your routes to $peerasn
0:46389 to exclude your routes from all peers

### Official STLIX Extensions:
Kansas City via KCIX - http://kcix.net  
https://www.peeringdb.com/ix/249

Houston via HOUIX - http://houix.net
https://www.peeringdb.com/ix/2835

### Mailing List:
Please email info@stlix.net if you wish to be subscribed to the STLIX members mailing list.",True,False,True,http://www.stlix.net,"[{'service': 'website', 'identifier': 'http://www.stlix.net'}]",https://www.stlix.net/stats.php,noc@stlix.net,,peering@stlix.net,,,,67,6,0,,,queued,Best Effort (no SLA),No Commercial Terms,,2019-05-09T01:40:13Z,2024-10-15T16:03:20Z,ok
2612,14515,SAT-IX,,San Antonio Internet Exchange,"San Antonio, TX",US,North America,Ethernet,,True,False,True,https://h5datacenters.com/h5-sat-ix.html,"[{'service': 'website', 'identifier': 'https://h5datacenters.com/h5-sat-ix.html'}]",,internet.exchange@h5datacenters.com,,internet.exchange@h5datacenters.com,,,internet.exchange@h5datacenters.com,5,1,0,,,queued,Not Disclosed,Not Disclosed,,2019-06-16T01:31:37Z,2024-04-03T20:16:21Z,ok
2672,18339,DACS-IX East,,DACS-IX East Region,Baltimore,US,North America,Ethernet,,True,False,True,http://www.dacs-ix.com,"[{'service': 'website', 'identifier': 'http://www.dacs-ix.com'}]",,noc@thestpaulgroup.com,+14437495471,noc@thestpaulgroup.com,,,,12,8,0,,,queued,Not Disclosed,Not Disclosed,,2019-08-22T03:19:55Z,2024-06-11T23:01:38Z,ok
2741,23528,QCIX,,Quad Cities Internet eXchange,Davenport,US,North America,Ethernet,"Route Servers require IRR records to accept prefixes. RPKI invalids are dropped on route servers.

Please load your AS-SET in peeringDB prior to requesting a connection.

Main Switch located in SFN IA-Davenport has no port fees (Data center xconn fees only). Remote switches determine port fees.",True,False,True,http://www.qcix.net,"[{'service': 'website', 'identifier': 'http://www.qcix.net'}]",https://ixpmgr.qcix.net/statistics/ixp,peering@southfront.io,+16122040000,peering@southfront.io,+16122040000,,sales@southfront.io,59,5,67,2024-11-12T02:06:53Z,,queued,Best Effort (no SLA),No Commercial Terms,,2019-11-26T22:43:16Z,2023-02-09T16:02:30Z,ok
2746,19041,IXP US FRE,,,Fremont,US,North America,Ethernet,,False,False,True,https://www.ixp.cat,"[{'service': 'website', 'identifier': 'https://www.ixp.cat'}]",,info@ixp.cat,,info@ixp.cat,,,,26,0,0,,,queued,Not Disclosed,Not Disclosed,,2019-11-28T07:07:30Z,2021-07-29T11:54:34Z,ok
2783,21966,Gig IX Ashburn,,,Ashburn,US,North America,Ethernet,,True,False,True,https://gigix.org,"[{'service': 'website', 'identifier': 'https://gigix.org'}]",,peering@gigix.org,+17788171006,peering@gigix.org,+17788171006,,,4,0,0,,,queued,Not Disclosed,Not Disclosed,,2019-12-19T02:29:32Z,2020-01-22T04:24:07Z,ok
2830,25144,MUS-IX,,MIDSOUTH U.S. Internet Exchange,"Dallas, TX",US,North America,Ethernet,,True,True,True,http://www.mus-ix.net/index.php,"[{'service': 'website', 'identifier': 'http://www.mus-ix.net/index.php'}]",,noc@mus-ix.net,+18666478728,noc@mus-ix.net,+18666478728,,,11,2,0,,,queued,Not Disclosed,Not Disclosed,,2020-02-11T20:32:29Z,2024-11-06T21:21:58Z,ok
2835,25053,HOUIX,,Houston Internet Exchange,Houston,US,North America,Ethernet,"### How to participate?
Please visit http://houix.net and fill out the small form on the front page or email peering@houix.net to connect. 

We currently offer 100/40/10/1G ports in Netrality 1301 Fannin

### Max Prefix Settings
Recommended limits to allow for future growth  
IPv4: 200000  
IPv6: 100000  

### Route Server Communities:
0:$peerasn to exclude your routes to $peerasn
35920:$peerasn to include your routes to $peerasn
0:35920 to exclude your routes to all peers

### Official HOUIX Extensions:
St. Louis via STLIX - http://stlix.net  
https://www.peeringdb.com/ix/2585

Kansas City via KCIX - http://kcix.net
https://www.peeringdb.com/ix/249

### Mailing List:
Please email info@houix.net if you wish to be subscribed to the HOUIX members mailing list.",True,False,True,http://www.houix.net,"[{'service': 'website', 'identifier': 'http://www.houix.net'}]",http://www.houix.net/stats.php,noc@houix.net,,info@houix.net,,,,49,3,0,,,queued,Best Effort (no SLA),No Commercial Terms,,2020-02-18T00:40:03Z,2024-10-15T16:04:12Z,ok
3069,25190,ARIX,,Amateur Radio Internet Exchange,"Fremont, Portland, Flagstaff",US,North America,Ethernet,"ARIX is an experimental IXP for amateur radio operators for the use of networking research, development, and education.",True,False,True,https://arix.dev/,"[{'service': 'website', 'identifier': 'https://arix.dev/'}]",https://arix.dev/,info@arix.dev,,info@arix.dev,,,,18,1,21,2024-11-12T02:11:48Z,,queued,Not Disclosed,Not Disclosed,,2020-02-19T04:07:13Z,2023-02-02T22:49:22Z,ok
3081,22155,Statewide NC-IX,NC-IX,Statewide North Carolina Internet Exchange,Charlotte,US,North America,Ethernet,Speeds: 1GE/10GE/100GE,True,False,True,http://northcarolina-ix.org/,"[{'service': 'website', 'identifier': 'http://northcarolina-ix.org/'}]",https://www.deepedgetech.com,ixpadmins@deepedgetech.com,+18887023343,ixpadmins@deepedgetech.com,+18887023343,+17817892084,sales@deepedgetech.com,3,1,0,,,queued,Not Disclosed,Not Disclosed,,2020-03-04T18:53:08Z,2024-02-12T20:14:25Z,ok
3090,25400,SpokaneIX,SpokaneIX,Spokane Internet Exchange,Spokane,US,North America,Ethernet,"### How to participate?
Please visit http://spokaneix.net/join and fill out the form or email peering@spokaneix.net to connect.

### Where can I connect?
You can connect at either of the following locations: US Bank Building - Suite 1401, or TierPoint SPO. Feel free to reach out and we can help coordinate crossconnects!",True,False,True,https://spokaneix.net/,"[{'service': 'website', 'identifier': 'https://spokaneix.net/'}]",https://spokaneix.net/stats/,peering@spokaneix.net,,peering@spokaneix.net,,,,13,4,12,2023-02-16T00:27:18Z,2022-10-25T21:56:40Z,finished,Not Disclosed,Not Disclosed,,2020-03-11T17:37:30Z,2021-04-23T20:04:24Z,ok
