id,org_id,org_name,campus_id,name,aka,name_long,website,social_media,clli,rencode,npanxx,notes,net_count,ix_count,sales_email,sales_phone,tech_email,tech_phone,available_voltage_services,diverse_serving_substations,property,region_continent,status_dashboard,created,updated,status,address1,address2,city,country,state,zipcode,floor,suite,latitude,longitude
1419,7448,Fusion Connect,,Fusion - Cleveland,,,https://www.fusionconnect.com/,"[{'service': 'website', 'identifier': 'https://www.fusionconnect.com/'}]",CLEVOH,,216-223,fka: Fidelity Voice and Data,7,1,,,,,[],,,North America,,2013-02-24T00:00:00Z,2021-04-08T22:25:09Z,ok,1621 Euclid Ave,Suite 730,Cleveland,US,OH,44115,,,41.501689,-81.680462
1420,7026,"DataCenter.BZ, LLC",,Datacenter.BZ,,,http://www.datacenter.bz,"[{'service': 'website', 'identifier': 'http://www.datacenter.bz'}]",,,,,0,0,,,,,[],,,North America,,2013-02-24T00:00:00Z,2017-09-06T04:47:43Z,ok,535 Scherers Court,,Columbus,US,OH,43085,,,40.115757,-83.002414
1422,2680,"DataBank, Ltd.",,DataBank New York (LGA1),,,https://www.databank.com/data-centers/new-york-city/nyc1/,"[{'service': 'website', 'identifier': 'https://www.databank.com/data-centers/new-york-city/nyc1/'}]",NYCMNY,,,,18,1,,,,,[],,,North America,,2013-02-24T00:00:00Z,2021-07-21T11:50:16Z,ok,60 Hudson St,,New York,US,NY,10013,,,40.717664,-74.008333
1423,15332,Crown Castle Inc.,,Crown Castle Pittsburgh (Allegheny Center Mall),,,http://fiber.crowncastle.com/solutions/infrastructure/colocation,"[{'service': 'website', 'identifier': 'http://fiber.crowncastle.com/solutions/infrastructure/colocation'}]",,,412-228,,7,1,,,,,[],,,North America,,2013-02-24T00:00:00Z,2018-11-06T17:52:06Z,ok,100 South Commons,Suite 142,Pittsburgh,US,PA,15212,,,40.451062,-80.005186
1424,1775,Windstream Communications,,Windstream - State College,,,http://www.windstreambusiness.com/data-center-solutions/data-center-locations/state-college,"[{'service': 'website', 'identifier': 'http://www.windstreambusiness.com/data-center-solutions/data-center-locations/state-college'}]",,,,,1,0,,,,,[],,,North America,,2013-02-24T00:00:00Z,2018-12-03T18:43:21Z,ok,441 Science Park Road,,State College,US,PA,16801,,,40.778681,-77.896331
1440,31708,"IPI Partners, LLC",,1500 Champa,,,http://www.ipipartners.com,"[{'service': 'website', 'identifier': 'http://www.ipipartners.com'}]",,,,,9,0,,,,,[],,Owner,North America,,2013-05-02T00:00:00Z,2022-02-10T19:16:27Z,ok,1500 Champa St,,Denver,US,CO,80202,,,39.745765,-104.994399
1452,7604,G4 Communications Corp.,,ColoCenter.com - Manchester NH,,,http://www.ColoCenter.com,"[{'service': 'website', 'identifier': 'http://www.ColoCenter.com'}]",MNCHNH,,603625,,0,0,,,,,[],,,North America,,2013-04-06T00:00:00Z,2017-09-06T04:48:43Z,ok,77 Sundial Avenue,2nd Floor,Manchester,US,NH,03103,,,42.971981,-71.468877
1454,7720,Implex,,Implex Minneapolis,,,http://www.implex.net,"[{'service': 'website', 'identifier': 'http://www.implex.net'}]",,,,,1,0,,,,,[],,,North America,,2013-05-03T00:00:00Z,2020-01-30T23:35:04Z,ok,1229 NE 2nd St,,Minneapolis,US,MN,55413,,,45.000634,-93.265888
1460,7721,IPR International,,IPR Wilmington CCC,,,http://iprintl.com,"[{'service': 'website', 'identifier': 'http://iprintl.com'}]",,,,,2,0,,,,,[],,,North America,,2013-05-03T00:00:00Z,2017-09-06T04:48:43Z,ok,1201 N Market Street,,Wilmington,US,DE,19801,,,39.747859,-75.546753
1467,7625,CyrusOne Inc.,,CyrusOne Cincinnati 7th St,,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",CNCNOH,,513-421,,7,1,,,,,[],,,North America,,2013-04-09T00:00:00Z,2021-04-19T21:54:07Z,ok,209-229 West 7th St,,Cincinnati,US,OH,45202,,,39.102771,-84.517262
1468,7625,CyrusOne Inc.,,CyrusOne Lebanon,,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",LBNNOH,,513-228,,0,0,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-09-06T04:48:43Z,ok,401 Fujitec Drive,,Lebanon,US,OH,45036,,,39.389053,-84.220796
1469,7625,CyrusOne Inc.,,CyrusOne Florence,,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",FLRNKY,,859-282,,2,0,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-09-06T04:48:43Z,ok,7190 Industrial Road,,Florence,US,KY,41042,,,38.98065,-84.618707
1470,7625,CyrusOne Inc.,,CyrusOne Mason,,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",MASNOH,,513-770,,0,0,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-11-15T04:20:30Z,ok,4800 Parkway Dr suite 100,,Mason,US,OH,45040,,,39.303887,-84.311636
1471,7625,CyrusOne Inc.,,CyrusOne Hamilton,,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",HMTNOH,,513-470,,1,0,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-09-06T04:48:43Z,ok,103 Knightsbridge Dr,,Hamilton,US,OH,45011,,,39.386313,-84.567161
1475,2680,"DataBank, Ltd.",,Databank Houston Galleria (HOU5),,,http://www.databank.com,"[{'service': 'website', 'identifier': 'http://www.databank.com'}]",,,,,6,1,,,,,[],,,North America,,2013-04-09T00:00:00Z,2024-03-18T13:42:10Z,ok,4201 Southwest Freeway,,Houston,US,TX,77027,,,29.728119,-95.445075
1476,2680,"DataBank, Ltd.",,Databank Houston West,,,http://www.databank.com,"[{'service': 'website', 'identifier': 'http://www.databank.com'}]",,,,,30,2,,,,,[],,,North America,,2013-04-09T00:00:00Z,2022-06-22T18:32:52Z,ok,5150 & 5170 Westway Park Blvd,,Houston,US,TX,77041,,,29.844182,-95.556656
1478,7625,CyrusOne Inc.,,CyrusOne Dallas (Lewisville),,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",,,,,4,1,,,,,[],,,North America,,2013-04-09T00:00:00Z,2018-04-10T15:16:57Z,ok,2501 S. State Hwy 121 Business  Suite 500 (Bldg #5),,Lewisville,US,TX,75067,,,33.001402,-96.99766
1481,7625,CyrusOne Inc.,,CyrusOne Dallas (Carrollton),,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",,,,,10,2,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-09-06T04:49:31Z,ok,1649 Frankford Rd. West,,Carrollton,US,TX,75007,,,32.991929,-96.930465
1483,7625,CyrusOne Inc.,,CyrusOne Austin (Met 2),,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",,,,,4,1,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-11-15T04:20:30Z,ok,"7301 Metropolis Drive, Bldg #6",,Austin,US,TX,78703,,,30.205925,-97.69791
1484,7625,CyrusOne Inc.,,CyrusOne San Antonio,,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",,,,,4,0,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-09-06T04:49:31Z,ok,9999 Westover Hills Blvd,,San Antonio,US,TX,78254,,,29.46661,-98.688078
1486,7625,CyrusOne Inc.,,CyrusOne Chicago (Lombard),,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",,,,,4,1,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-09-06T04:49:31Z,ok,1850 Springer Drive,,Lombard,US,IL,60148,,,41.849175,-88.029567
1488,7625,CyrusOne Inc.,,CyrusOne Phoenix,,,http://www.cyrusone.com,"[{'service': 'website', 'identifier': 'http://www.cyrusone.com'}]",,,,,15,1,,,,,[],,,North America,,2013-04-09T00:00:00Z,2017-09-06T04:49:31Z,ok,2335 South Ellis Road,,Phoenix,US,AZ,85286,,,33.270744,-111.882056
1496,18304,RJ Kelly,,200 Quannapowitt Pkwy,,,http://www.rjkellycompany.com,"[{'service': 'website', 'identifier': 'http://www.rjkellycompany.com'}]",WKFDMA,,,formerly Digital Realty,1,0,,,,,[],,,North America,,2013-05-03T00:00:00Z,2017-10-25T02:58:22Z,ok,200 Quannapowitt Pkwy,,Wakefield,US,MA,01880,,,42.520526,-71.084976
1513,7789,"BAIS, INC",,Bay Area Internet,,,http://www.bayarea.net,"[{'service': 'website', 'identifier': 'http://www.bayarea.net'}]",,,,,2,0,,,,,[],,,North America,,2013-05-20T00:00:00Z,2017-09-06T04:49:31Z,ok,2050 Martin Ave,,Santa Clara,US,CA,95050,,,37.365431,-121.961738
1517,7841,60 Hudson Owner LLC,,60 Hudson,,,https://60hudsonstreet.com/,[],NYCMNY,,212-619,,27,2,,,,,[],,,North America,,2013-06-01T00:00:00Z,2017-09-06T04:50:28Z,ok,60 Hudson St.,,New York,US,NY,10013,,,40.717723,-74.008299
1518,7842,EZ Network Systems,,EZ Network Systems,,,http://www.ezisp.net,"[{'service': 'website', 'identifier': 'http://www.ezisp.net'}]",SKTPCA,,209-948,,1,0,,,,,[],,,North America,,2013-06-01T00:00:00Z,2017-11-15T04:21:39Z,ok,"4203 Coronado Ave., Suite 4",,Stockton,US,CA,95204,,,37.990788,-121.289822
1594,2680,"DataBank, Ltd.",,DataBank Las Vegas (LAS1),,,https://www.databank.com/data-centers/las-vegas/las1/,"[{'service': 'website', 'identifier': 'https://www.databank.com/data-centers/las-vegas/las1/'}]",,,,,8,1,,,,,[],,,North America,,2013-08-20T00:00:00Z,2021-07-21T11:37:18Z,ok,7185 Pollock Dr,,Las Vegas,US,NV,89119-4415,,,36.059162,-115.145989
1601,682,Lumen Technologies Inc,,Level(3) Newark,,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,,,3,1,,,,,[],,,North America,,2013-11-04T00:00:00Z,2017-09-06T04:51:40Z,ok,165 Halsey Street,9th Floor,Newark,US,NJ,07102,,,40.736844,-74.173402
1619,34,CoreSite,10.0,CoreSite - Santa Clara (SV4),,,http://www.coresite.com,"[{'service': 'website', 'identifier': 'http://www.coresite.com'}]",SNTCCAQM,,,,20,2,info@coresite.com,+18667772673,info@coresite.com,+18667772673,[],,Owner,North America,,2013-08-30T00:00:00Z,2023-05-09T00:16:27Z,ok,2972 Stender Way,,Santa Clara,US,CA,95054,,,37.376259,-121.970705
1637,682,Lumen Technologies Inc,,Level(3) Bellevue,,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",BLLVNE,,402-403,,1,0,,,,,[],,,North America,,2013-09-10T00:00:00Z,2017-09-06T04:51:40Z,ok,1514 Chandler Rd,,Bellevue,US,NE,68147,,,41.185518,-95.936099
1644,682,Lumen Technologies Inc,,Level(3) Hayward,,,http://www.lumen.com/,[],,,,,0,0,,,,,[],,,North America,,2013-10-25T00:00:00Z,2017-09-06T04:52:41Z,ok,23965 Connecticut St,,Hayward,US,CA,94545,,,37.638508,-122.129908
1663,8459,"Parsec Data Management, Inc",,Parsec,,,http://www.parsecdata.com,"[{'service': 'website', 'identifier': 'http://www.parsecdata.com'}]",,,406-294,,1,0,,,,,[],,,North America,,2013-11-04T00:00:00Z,2017-09-06T04:52:41Z,ok,3450 Gabel Rd,,Billings,US,MT,59102,,,45.742945,-108.602984
1668,8530,Oklahoma State Regents for Higher Education,,OneNet OSU Tulsa,,,http://www.onenet.net,"[{'service': 'website', 'identifier': 'http://www.onenet.net'}]",TULSOKPP,,918-594,,2,0,,,,,[],,,North America,,2013-11-04T00:00:00Z,2019-02-25T16:47:10Z,ok,700 N. Greenwood,,Tulsa,US,OK,,,,36.163393,-95.987612
1669,9938,Arkansas Research and Education Optical Network (AREON),,ARE-ON Hope,,,http://www.areon.net,"[{'service': 'website', 'identifier': 'http://www.areon.net'}]",,,870-777,,2,0,,,,,[],,,North America,,2013-11-04T00:00:00Z,2024-02-09T19:44:53Z,ok,358 Hwy 174 N,,Hope,US,AR,71801,,,33.664742,-93.600378
1670,9938,Arkansas Research and Education Optical Network (AREON),,ARE-ON Forrest City,,,http://www.areon.net,"[{'service': 'website', 'identifier': 'http://www.areon.net'}]",,,870-633,,1,0,,,,,[],,,North America,,2013-11-04T00:00:00Z,2024-02-09T19:44:07Z,ok,1802 New Castle Road,,Forrest City,US,AR,72335,,,35.040103,-90.768064
1671,34,CoreSite,8.0,CoreSite - Secaucus (NY2),,,http://www.coresite.com,"[{'service': 'website', 'identifier': 'http://www.coresite.com'}]",SCCSNJ,,,,29,3,info@coresite.com,+18667772673,info@coresite.com,+18667772673,[],,Owner,North America,,2013-10-25T00:00:00Z,2023-05-09T00:17:09Z,ok,2 Emerson Lane,,Secaucus,US,NJ,07094,,,40.784501,-74.065119
1690,8591,Sabey Data Centers,,"375 Pearl, Intergate.Manhattan",,,http://sabeydatacenters.com/intergate_manhattan/,"[{'service': 'website', 'identifier': 'http://sabeydatacenters.com/intergate_manhattan/'}]",,,,,9,1,,,,,[],,,North America,,2013-11-26T00:00:00Z,2020-12-07T03:26:51Z,ok,375 Pearl,,New York,US,NY,10038,,,40.71096,-74.00142
1698,697,Sungard Availability Services,,Sungard AS Sacramento,,,https://www.sungardas.com/en-us/facilities/north-america/usa/sacramento-data-center/,"[{'service': 'website', 'identifier': 'https://www.sungardas.com/en-us/facilities/north-america/usa/sacramento-data-center/'}]",,,,,4,0,,,,,[],,,North America,,2013-12-06T00:00:00Z,2021-02-02T16:43:55Z,ok,11085 Sun Center Drive,,Rancho Cordova,US,CA,95670,,,38.596081,-121.272635
1701,8660,"Sitco Business Solutions, LLC",,SITCO Evansville,,,http://www.sitcosolutions.com,"[{'service': 'website', 'identifier': 'http://www.sitcosolutions.com'}]",EVVLIN22,,812-423,,4,0,,,,,[],,,North America,,2013-12-16T00:00:00Z,2018-05-28T15:33:59Z,ok,4631 Ohara Dr.,,Evansville,US,IN,47711,,,38.019934,-87.521467
1707,8697,710facility@ittns.northwestern.edu,,Northwestern University co-location facility,,,http://www.startap.net/starlight/ENGINEERING/network_operations.html,"[{'service': 'website', 'identifier': 'http://www.startap.net/starlight/ENGINEERING/network_operations.html'}]",,,312-503,,19,0,,,,,[],,,North America,,2014-01-02T00:00:00Z,2021-04-19T22:07:50Z,ok,710 N. Lake Shore Drive,,Chicago,US,IL,60611,,,41.895233,-87.616861
1712,8734,"InfoBunker, L.L.C.",,InfoBunker,,,http://www.infobunker.com,"[{'service': 'website', 'identifier': 'http://www.infobunker.com'}]",BOONIA,,515-888,,1,0,,,,,[],,,North America,,2014-01-20T00:00:00Z,2017-11-15T04:22:41Z,ok,308 T ave,Bldg #2,Boone,US,IA,50036,,,42.164903,-93.794162
1718,2680,"DataBank, Ltd.",,DataBank Miami (MIA1),,,https://www.databank.com/data-centers/miami/mia1/,"[{'service': 'website', 'identifier': 'https://www.databank.com/data-centers/miami/mia1/'}]",,,,,15,1,,,,,[],,,North America,,2014-01-26T00:00:00Z,2021-07-21T11:42:42Z,ok,36 NE 2nd Street,,Miami,US,FL,33132,7,700,25.775811,-80.192959
1720,8760,"Data Foundry, Inc.",,Data Foundry Texas 1,,,https://www.datafoundry.com,"[{'service': 'website', 'identifier': 'https://www.datafoundry.com'}]",,,,,14,1,,,,,[],,,North America,,2014-01-27T00:00:00Z,2017-09-06T04:53:44Z,ok,4100 Smith School Road,,Austin,US,TX,78744,,,30.198926,-97.713716
1721,682,Lumen Technologies Inc,,Level(3) Austin (Kramer),,,http://www.lumen.com/,[],,,,,0,0,,,,,[],,,North America,,2014-02-06T00:00:00Z,2017-09-06T04:53:44Z,ok,1825-A Kramer Ln,,Austin,US,TX,78957,,,30.385034,-97.70922
1722,8761,Alpheus Communications,,Alpheus Houston (777 Walker Street),,,http://www.alpheus.net,"[{'service': 'website', 'identifier': 'http://www.alpheus.net'}]",,,,,2,0,,,,,[],,,North America,,2014-01-27T00:00:00Z,2021-11-11T23:57:44Z,ok,Two Shell Plaza,777 Walker Street,Houston,US,TX,77002,,,29.75922,-95.366246
1724,6219,"LUMOS Networks, Inc.",,CLT2,,,http://www.dc74.com,"[{'service': 'website', 'identifier': 'http://www.dc74.com'}]",,,,,7,0,,,,,[],,,North America,,2014-02-16T00:00:00Z,2018-02-21T20:07:57Z,ok,3101 International Airport Dr.,Ste 400,Charlotte,US,NC,28208,,,35.193762,-80.938485
1727,8824,"SBA Edge, LLC",,"SBA Edge, LLC",,,https://www.sbaedge.com/,"[{'service': 'website', 'identifier': 'https://www.sbaedge.com/'}]",,,,,15,2,,,,,[],,,North America,,2014-02-16T00:00:00Z,2020-07-01T21:46:44Z,ok,603 Discovery Dr.,West Chicago,Chicago,US,IL,60185,,,41.875948,-88.248975
1729,682,Lumen Technologies Inc,,Level(3) Atlanta (Peachtree),,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,,,2,0,,,,,[],,,North America,,2014-02-06T00:00:00Z,2023-06-04T13:37:28Z,ok,180 Peachtree St NW,,Atlanta,US,GA,30303,,,33.758573,-84.387873
1730,682,Lumen Technologies Inc,,Level(3) Chicago (Kingsbury),,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,,,13,0,,,,,[],,,North America,,2014-02-06T00:00:00Z,2023-06-04T13:38:36Z,ok,900 N Kingsbury St,,Chicago,US,IL,60606,,,41.898951,-87.644642
1731,682,Lumen Technologies Inc,,Level(3) Miami (5th St),,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,,,1,0,,,,,[],,,North America,,2014-02-06T00:00:00Z,2023-06-04T13:40:27Z,ok,49 NE 5th St,,Miami,US,FL,33132,,,25.779013,-80.192962
1732,682,Lumen Technologies Inc,,Level(3) Herndon,,,http://www.lumen.com/,[],,,,,1,0,,,,,[],,,North America,,2014-02-06T00:00:00Z,2017-09-06T04:54:43Z,ok,520 Van Buren Street,,Herndon,US,VA,20170,,,38.964641,-77.382947
1733,682,Lumen Technologies Inc,,Level(3) McLean,,,http://www.lumen.com/,[],,,,,9,0,,,,,[],,,North America,,2014-02-06T00:00:00Z,2017-09-06T04:54:43Z,ok,1755 Old Meadow Rd,,McLean,US,VA,22102,,,38.920062,-77.212126
1736,8592,Digital Realty,,Digital Realty EWR (300 Blvd E),,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",,,,,3,1,,,,,[],,,North America,,2014-02-16T00:00:00Z,2021-11-01T22:54:42Z,ok,300 Boulevard East,,Weehawken,US,NJ,07086,,,40.761802,-74.025183
1738,2680,"DataBank, Ltd.",,DataBank Dallas (DFW6),,,https://www.databank.com/data-centers/dallas/dfw6/,"[{'service': 'website', 'identifier': 'https://www.databank.com/data-centers/dallas/dfw6/'}]",DLLSTX,,,,6,0,,,,,[],,,North America,,2014-02-17T00:00:00Z,2021-07-21T11:27:17Z,ok,8600 Harry Hines Blvd,,Dallas,US,TX,75235-3000,,,32.838552,-96.865083
1739,8851,"High Speed Web, Inc.",,HSW-DC1RH,,,http://www.highspeedweb.net,"[{'service': 'website', 'identifier': 'http://www.highspeedweb.net'}]",,,803-616,,2,0,,,,,[],,,North America,,2014-02-22T00:00:00Z,2017-09-06T04:54:43Z,ok,420 Dave Lyle Blvd.,,Rock Hill,US,SC,29730,,,34.92958,-81.021841
1744,8592,Digital Realty,101.0,Digital Realty BOS (105 Cabot),,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",NDHMMA,,,,6,1,,,,,[],,,North America,,2014-02-25T00:00:00Z,2024-04-29T16:12:50Z,ok,105 Cabot Street,,Needham,US,MA,02494,,,42.302248,-71.21957
1751,8931,LightPoint Corporation,,LightPoint Corporation,,,http://www.lightpointnw.com,"[{'service': 'website', 'identifier': 'http://www.lightpointnw.com'}]",,,,,2,0,,,,,[],,,North America,,2014-03-13T00:00:00Z,2017-11-15T04:22:41Z,ok,625 SW Stark St.,Suite 500,Portland,US,OR,97205,,,45.521436,-122.677878
1754,8968,IC2NET,,IC2NET Data Center,,,http://www.ic2net.net,"[{'service': 'website', 'identifier': 'http://www.ic2net.net'}]",,,714-544,,0,0,,,,,[],,,North America,,2014-03-20T00:00:00Z,2017-09-06T04:54:43Z,ok,14351 Myford Rd,,Tustin,US,Ca,92780,,,33.717178,-117.803253
1759,8953,Northland Communications,,Northland Communications - Syracuse,,,http://www.northland.net,"[{'service': 'website', 'identifier': 'http://www.northland.net'}]",SYRCNY,,315-671,,1,0,,,,,[],,,North America,,2014-03-20T00:00:00Z,2017-09-06T04:54:43Z,ok,500 South Salina Street,,Syracuse,US,NY,13202,,,43.043813,-76.152378
1760,8953,Northland Communications,,Northland Communications - Utica,,,http://www.northland.net,"[{'service': 'website', 'identifier': 'http://www.northland.net'}]",UTICNY,,315-624,,1,0,,,,,[],,,North America,,2014-03-20T00:00:00Z,2017-09-06T04:54:43Z,ok,258 Genesee St,,Utica,US,NY,13502,,,43.099765,-75.235426
1769,3534,New York Internet,,NYI NY1 (100 William Street),,,http://www.nyi.net,"[{'service': 'website', 'identifier': 'http://www.nyi.net'}]",,,,,3,0,,,,,[],,,North America,,2014-03-28T00:00:00Z,2021-11-12T00:02:12Z,ok,100 William Street,,New York,US,NY,10038,21st Floor,,40.708383,-74.007201
1776,9043,Host Color,,Host Color,"HostColor, HC",Host Color LLC,https://www.bbb.org/us/in/south-bend/profile/web-hosting/host-color-0352-90096175,"[{'service': 'website', 'identifier': 'https://www.bbb.org/us/in/south-bend/profile/web-hosting/host-color-0352-90096175'}]",,,,,2,0,,,,,[],,,North America,,2014-04-06T00:00:00Z,2023-11-22T14:18:31Z,ok,244 Fifth Ave,,New York,US,NY,10001,,2058,40.74463,-73.987667
1816,14515,H5 Data Centers,,H5 Data Centers New York,,,https://h5datacenters.com/new-york-colocation.html,"[{'service': 'website', 'identifier': 'https://h5datacenters.com/new-york-colocation.html'}]",,,,9 W meet me room,23,3,,,,,[],,,North America,,2014-05-12T00:00:00Z,2023-12-26T19:20:30Z,ok,325 Hudson Street,,New York,US,NY,10013,,,40.726868,-74.007703
1819,2680,"DataBank, Ltd.",,DataBank New York (LGA2),,,https://www.databank.com/data-centers/new-york-city/nyc2/,"[{'service': 'website', 'identifier': 'https://www.databank.com/data-centers/new-york-city/nyc2/'}]",NYCMNY,,,,7,1,,,,,[],,,North America,,2014-05-12T00:00:00Z,2021-07-21T11:49:13Z,ok,111 8th Ave,,New York,US,NY,10011,,,40.741469,-74.003387
1820,2680,"DataBank, Ltd.",,DataBank Newark (EWR1),,,https://www.databank.com/data-centers/new-jersey/nj1/,"[{'service': 'website', 'identifier': 'https://www.databank.com/data-centers/new-jersey/nj1/'}]",NWRKNJ,,,,10,1,,,,,[],,,North America,,2014-05-14T00:00:00Z,2021-07-21T11:52:28Z,ok,165 Halsey St,,Newark,US,NJ,07102,,,40.736844,-74.173402
1828,6705,WOW!,,WOW! Business (Columbus Datacenter),,,http://wowway.biz,"[{'service': 'website', 'identifier': 'http://wowway.biz'}]",,,614-410,,10,3,,,,,[],,,North America,,2014-05-26T00:00:00Z,2020-12-07T03:04:14Z,ok,226 North 5th Street,Suite 300,Columbus,US,OH,43215,,,39.967631,-82.995434
1835,8821,DC74 Data Centers,,DC74-CLT1,,,http://www.dc74.com,"[{'service': 'website', 'identifier': 'http://www.dc74.com'}]",,,,,0,0,,,,,[],,,North America,,2014-05-30T00:00:00Z,2017-11-15T04:23:42Z,ok,3100 International Airport Dr,Ste 500,Charlotte,US,NC,28208,,,35.193902,-80.937263
1836,8821,DC74 Data Centers,,DC74-CLT4,,,http://www.dc74.com,"[{'service': 'website', 'identifier': 'http://www.dc74.com'}]",,,,,0,0,,,,,[],,,North America,,2014-05-30T00:00:00Z,2021-04-19T22:08:13Z,ok,1612 Cross Beam Dr.,,Charlotte,US,NC,28217,,,35.180076,-80.92639
1837,8622,Hoyos Consulting LLC,,612 W Main,,,http://www.hoyosconsulting.com,[],MDSNWI04,,,,2,0,,,,,[],,,North America,,2014-05-30T00:00:00Z,2017-09-06T04:56:41Z,ok,612 W Main St.,,Madison,US,WI,53703,,,43.06776,-89.392409
1841,9341,Telefonica KeyCenter,,Telefonica KeyCenter,,,http://www.telefonica.com,"[{'service': 'website', 'identifier': 'http://www.telefonica.com'}]",,,,,2,0,,,,,[],,,North America,,2014-05-30T00:00:00Z,2017-09-06T04:57:41Z,ok,11300 NW 25th Street,,Miami,US,FL,33172,,,25.796769,-80.379841
1842,18470,VPLS,,Evocative SJC11,,,http://www.internap.com,"[{'service': 'website', 'identifier': 'http://www.internap.com'}]",,,,,9,0,sales@evocative.com,+18883652656,support@evocative.com,+18883652656,[],,,North America,,2014-05-30T00:00:00Z,2022-10-26T20:30:14Z,ok,2151 Mission College Blvd,,Santa Clara,US,CA,95054,,,37.389466,-121.962115
1866,2680,"DataBank, Ltd.",,DataBank Seattle (SEA1),,,https://www.databank.com/data-centers/seattle/sea1/,"[{'service': 'website', 'identifier': 'https://www.databank.com/data-centers/seattle/sea1/'}]",STTLWA,,,,4,0,,,,,[],,,North America,,2014-07-11T00:00:00Z,2021-07-21T12:01:29Z,ok,2001 6th Ave,,Seattle,US,WA,98121-2855,12,,47.614347,-122.338883
1875,8735,EdgeConneX Inc.,,EdgeConneX Denver (EDCDEN01),,,http://www.edgeconnex.com,"[{'service': 'website', 'identifier': 'http://www.edgeconnex.com'}]",,,,,6,2,info@edgeconnex.com,,,,[],,,North America,,2014-07-11T00:00:00Z,2022-06-10T17:17:14Z,ok,8535 Highfield Pkwy,Suite 500/600,Englewood,US,CO,80112,,,39.561073,-104.826671
1878,8592,Digital Realty,,Digital Realty IAD (43940 Digital Loudoun),,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",,,,,3,1,,,,,[],,,North America,,2014-07-20T00:00:00Z,2021-11-01T23:01:59Z,ok,43940 Digital Loudoun Plaza,Building G,Ashburn,US,VA,20147,,,39.000821,-77.479198
1880,13077,"QTS Realty Trust, Inc.",,QTS Phoenix (PHX1),,,https://www.qtsdatacenters.com/,"[{'service': 'website', 'identifier': 'https://www.qtsdatacenters.com/'}]",,,,,7,1,,,,,[],,,North America,,2014-07-26T00:00:00Z,2023-05-24T14:34:03Z,ok,120 E Van Buren St,"Suite C130, Suite 200",Phoenix,US,AZ,85004,,,33.452003,-112.072042
1895,10384,Montana Opticom LLC,,Montana Opticom,,,http://mt-opticom.com,"[{'service': 'website', 'identifier': 'http://mt-opticom.com'}]",,,406-624,,1,0,,,,,[],,,North America,,2014-09-06T00:00:00Z,2019-03-13T13:11:08Z,ok,144 Quail Run Road,,Bozeman,US,MT,59718,,,45.673641,-111.19004
1896,8959,Iron Mountain Data Centers,,Iron Mountain Data Center - Denver (DEN-1),,,https://www.ironmountain.com/digital-transformation/data-centers/locations/denver-data-center,"[{'service': 'website', 'identifier': 'https://www.ironmountain.com/digital-transformation/data-centers/locations/denver-data-center'}]",,,720-264,fka: ForTrust Denver,7,2,datacenters@ironmountain.com,+18776543757,imdc.gnoc@ironmountain.com,+18334762656,[],,Owner,North America,,2014-09-06T00:00:00Z,2023-08-01T14:03:17Z,ok,4300 Brighton Boulevard,,Denver,US,CO,80216,,,39.777353,-104.968212
